subNum	 trialNo	 fixNo	 trialType	 xFix	 yFix	 fixStartTime	 fixEndTime	 hemianopia	 targPresent	 targSide	 row	 column	 easySide	 RtFirstFix
5	 154	 2	 Ul	 637	 473	 6792690	 6792810	 l	 1	 left	 16	 8	 L	 627
5	 156	 2	 Ul	 606	 478	 6799120	 6799366	 l	 0	 x	 0	 0	 L	 856
5	 157	 2	 Ul	 631	 490	 6803746	 6804392	 l	 0	 x	 0	 0	 L	 1101
5	 158	 2	 Ul	 665	 512	 6807857	 6808243	 l	 1	 right	 1	 16	 L	 761
5	 159	 2	 Ul	 604	 518	 6811608	 6812028	 l	 0	 x	 0	 0	 R	 662
6	 1	 2	 Ul	 735	 443	 7763961	 7764017	 l	 0	 x	 0	 0	 L	 247
6	 2	 2	 Ul	 857	 826	 7770463	 7770727	 l	 0	 x	 0	 0	 L	 318
6	 3	 2	 Ul	 364	 479	 7776768	 7776897	 l	 0	 x	 0	 0	 R	 222
6	 4	 2	 Ul	 483	 1110	 7783464	 7783964	 l	 1	 left	 14	 8	 L	 257
6	 5	 2	 Ul	 839	 726	 7787116	 7787156	 l	 1	 right	 12	 21	 L	 288
6	 6	 2	 Ul	 205	 955	 7791329	 7791426	 l	 1	 left	 11	 1	 L	 320
6	 7	 2	 Ul	 823	 1046	 7795192	 7795371	 l	 0	 x	 0	 0	 L	 442
6	 8	 2	 Ul	 461	 641	 7801958	 7802082	 l	 1	 right	 15	 22	 R	 257
6	 9	 2	 Ul	 835	 1014	 7806031	 7806220	 l	 0	 x	 0	 0	 L	 289
6	 10	 2	 Ul	 497	 700	 7811763	 7811956	 l	 1	 left	 2	 8	 R	 270
6	 11	 2	 Ul	 861	 688	 7815553	 7815728	 l	 1	 right	 15	 22	 L	 270
6	 12	 2	 Ul	 521	 816	 7819349	 7819517	 l	 0	 x	 0	 0	 R	 275
6	 13	 2	 Ul	 520	 886	 7824531	 7824675	 l	 0	 x	 0	 0	 R	 286
6	 14	 2	 Ul	 484	 688	 7829107	 7829228	 l	 0	 x	 0	 0	 R	 271
6	 15	 2	 Ul	 981	 892	 7836248	 7836420	 l	 1	 right	 14	 18	 L	 261
6	 16	 2	 Ul	 511	 859	 7839934	 7840080	 l	 1	 left	 16	 7	 L	 266
6	 17	 2	 Ul	 576	 895	 7843528	 7843690	 l	 1	 left	 12	 6	 R	 279
6	 18	 2	 Ul	 808	 489	 7847018	 7847227	 l	 1	 right	 9	 15	 L	 89
6	 19	 2	 Ul	 496	 648	 7852399	 7852571	 l	 0	 x	 0	 0	 R	 279
6	 20	 2	 Ul	 333	 448	 7857102	 7857214	 l	 1	 left	 4	 2	 R	 261
6	 21	 2	 Ul	 777	 750	 7860789	 7860898	 l	 1	 right	 11	 14	 R	 277
6	 22	 2	 Ul	 499	 739	 7864253	 7864392	 l	 0	 x	 0	 0	 R	 241
6	 23	 2	 Ul	 492	 802	 7869376	 7869549	 l	 0	 x	 0	 0	 R	 213
6	 24	 2	 Ul	 473	 659	 7874145	 7874201	 l	 0	 x	 0	 0	 L	 251
6	 25	 2	 Ul	 909	 864	 7879340	 7879491	 l	 0	 x	 0	 0	 L	 265
6	 26	 2	 Ul	 477	 445	 7884015	 7884149	 l	 0	 x	 0	 0	 R	 239
6	 27	 2	 Ul	 438	 540	 7889723	 7889864	 l	 1	 left	 5	 4	 R	 256
6	 28	 2	 Ul	 552	 653	 7893453	 7893501	 l	 0	 x	 0	 0	 R	 265
6	 29	 2	 Ul	 896	 525	 7898248	 7898427	 l	 1	 right	 8	 16	 R	 259
6	 30	 2	 Ul	 454	 547	 7902380	 7902531	 l	 0	 x	 0	 0	 R	 251
6	 31	 2	 Ul	 986	 908	 7907540	 7907772	 l	 0	 x	 0	 0	 L	 300
6	 32	 2	 Ul	 495	 720	 7912706	 7912837	 l	 1	 left	 9	 7	 R	 244
6	 33	 2	 Ul	 459	 534	 7916729	 7916871	 l	 1	 left	 12	 5	 R	 247
6	 34	 2	 Ul	 372	 244	 7920350	 7920399	 l	 1	 left	 1	 4	 L	 257
6	 35	 2	 Ul	 879	 799	 7924056	 7924182	 l	 0	 x	 0	 0	 L	 282
6	 36	 2	 Ul	 391	 457	 7928162	 7928310	 l	 1	 left	 14	 3	 R	 198
6	 37	 2	 Ul	 974	 820	 7931824	 7932026	 l	 0	 x	 0	 0	 L	 279
6	 38	 2	 Ul	 984	 595	 7936275	 7936387	 l	 1	 right	 9	 19	 R	 249
6	 39	 2	 Ul	 275	 693	 7939619	 7939775	 l	 1	 left	 10	 4	 L	 252
6	 40	 2	 Ul	 278	 150	 7943270	 7943394	 l	 0	 x	 0	 0	 R	 353
6	 41	 2	 Ul	 543	 500	 7947663	 7947838	 l	 0	 x	 0	 0	 R	 205
6	 42	 2	 Ul	 1046	 925	 7953662	 7953880	 l	 0	 x	 0	 0	 L	 283
6	 43	 2	 Ul	 459	 629	 7958193	 7958310	 l	 0	 x	 0	 0	 R	 263
6	 44	 2	 Ul	 914	 748	 7963659	 7963847	 l	 1	 right	 2	 20	 L	 278
6	 45	 2	 Ul	 871	 705	 7968944	 7969144	 l	 1	 right	 11	 16	 R	 242
6	 46	 2	 Ul	 508	 747	 7973437	 7973564	 l	 0	 x	 0	 0	 R	 264
6	 47	 2	 Ul	 341	 902	 7977731	 7978001	 l	 1	 left	 12	 5	 L	 257
6	 48	 2	 Ul	 437	 952	 7981834	 7982013	 l	 1	 left	 2	 6	 R	 260
6	 49	 2	 Ul	 953	 438	 7985476	 7985593	 l	 1	 right	 6	 18	 R	 211
6	 50	 2	 Ul	 948	 757	 7988921	 7989186	 l	 0	 x	 0	 0	 L	 285
6	 51	 2	 Ul	 1041	 746	 7993554	 7993710	 l	 0	 x	 0	 0	 L	 257
6	 52	 2	 Ul	 420	 698	 7998284	 7998493	 l	 1	 left	 10	 7	 L	 237
6	 53	 2	 Ul	 422	 761	 8001727	 8001877	 l	 0	 x	 0	 0	 R	 259
6	 54	 2	 Ul	 501	 277	 8005847	 8005973	 l	 1	 left	 4	 9	 L	 248
6	 55	 2	 Ul	 501	 889	 8009261	 8009404	 l	 0	 x	 0	 0	 R	 302
6	 56	 2	 Ul	 725	 246	 8013161	 8013326	 l	 1	 right	 1	 17	 L	 271
6	 57	 2	 Ul	 826	 433	 8016669	 8016752	 l	 0	 x	 0	 0	 L	 228
6	 58	 2	 Ul	 454	 400	 8020824	 8020979	 l	 0	 x	 0	 0	 R	 202
6	 59	 2	 Ul	 445	 310	 8025750	 8025942	 l	 1	 left	 16	 7	 R	 217
6	 60	 2	 Ul	 480	 813	 8029810	 8029993	 l	 1	 left	 12	 8	 L	 267
6	 61	 2	 Ul	 874	 779	 8033159	 8033293	 l	 0	 x	 0	 0	 L	 265
6	 62	 2	 Ul	 420	 379	 8037251	 8037385	 l	 0	 x	 0	 0	 R	 216
6	 64	 2	 Ul	 512	 667	 8046116	 8046244	 l	 0	 x	 0	 0	 R	 270
6	 65	 2	 Ul	 353	 532	 8050889	 8050993	 l	 1	 left	 16	 6	 R	 252
6	 66	 2	 Ul	 928	 951	 8054791	 8055010	 l	 1	 right	 15	 16	 L	 293
6	 67	 2	 Ul	 769	 722	 8058882	 8059031	 l	 1	 right	 14	 22	 L	 283
6	 68	 2	 Ul	 319	 1250	 8063311	 8063409	 l	 1	 left	 15	 4	 L	 262
6	 69	 2	 Ul	 926	 926	 8066594	 8066769	 l	 1	 right	 14	 17	 L	 284
6	 70	 2	 Ul	 948	 727	 8070053	 8070212	 l	 0	 x	 0	 0	 L	 272
6	 71	 2	 Ul	 934	 839	 8074425	 8074563	 l	 1	 right	 13	 16	 R	 253
6	 72	 2	 Ul	 391	 848	 8078358	 8078384	 l	 0	 x	 0	 0	 R	 616
6	 73	 2	 Ul	 1012	 817	 8082690	 8082855	 l	 1	 right	 11	 21	 L	 257
6	 74	 2	 Ul	 940	 557	 8087045	 8087172	 l	 1	 right	 8	 13	 L	 261
6	 75	 2	 Ul	 826	 701	 8090788	 8090935	 l	 0	 x	 0	 0	 L	 253
6	 76	 2	 Ul	 910	 586	 8095354	 8095560	 l	 1	 right	 1	 15	 L	 238
6	 77	 2	 Ul	 391	 979	 8101189	 8101433	 l	 0	 x	 0	 0	 R	 282
6	 78	 2	 Ul	 940	 890	 8106386	 8106481	 l	 1	 right	 12	 18	 L	 288
6	 79	 2	 Ul	 832	 943	 8110116	 8110456	 l	 1	 right	 15	 15	 R	 248
6	 80	 2	 Ul	 487	 825	 8113504	 8113692	 l	 0	 x	 0	 0	 R	 265
6	 81	 2	 Ul	 536	 625	 8118591	 8118759	 l	 0	 x	 0	 0	 R	 281
6	 82	 2	 Ul	 811	 762	 8124245	 8124316	 l	 1	 right	 16	 22	 R	 264
6	 83	 2	 Ul	 875	 387	 8128029	 8128164	 l	 1	 right	 6	 16	 R	 257
6	 84	 2	 Ul	 957	 635	 8131284	 8131559	 l	 1	 right	 10	 17	 R	 232
6	 85	 2	 Ul	 965	 777	 8134509	 8134630	 l	 0	 x	 0	 0	 L	 236
6	 86	 2	 Ul	 575	 1162	 8142622	 8142688	 l	 0	 x	 0	 0	 R	 348
6	 87	 2	 Ul	 457	 681	 8148039	 8148111	 l	 0	 x	 0	 0	 L	 314
6	 88	 2	 Ul	 1051	 630	 8154233	 8154516	 l	 0	 x	 0	 0	 L	 246
6	 89	 2	 Ul	 182	 317	 8161238	 8161346	 l	 1	 left	 4	 2	 L	 330
6	 90	 2	 Ul	 403	 427	 8165376	 8165513	 l	 0	 x	 0	 0	 R	 237
6	 91	 2	 Ul	 949	 510	 8171104	 8171268	 l	 1	 right	 6	 18	 L	 264
6	 92	 2	 Ul	 954	 713	 8174637	 8174890	 l	 0	 x	 0	 0	 L	 287
6	 93	 2	 Ul	 395	 481	 8180213	 8180289	 l	 1	 left	 8	 6	 R	 262
6	 94	 2	 Ul	 523	 586	 8185944	 8186075	 l	 0	 x	 0	 0	 R	 241
6	 95	 2	 Ul	 996	 445	 8190678	 8190789	 l	 1	 right	 6	 19	 R	 245
6	 96	 2	 Ul	 326	 547	 8194047	 8194228	 l	 1	 left	 8	 4	 L	 233
6	 97	 2	 Ul	 358	 1026	 8197962	 8198156	 l	 0	 x	 0	 0	 R	 398
6	 98	 2	 Ul	 799	 292	 8203888	 8203986	 l	 1	 right	 3	 15	 R	 272
6	 99	 2	 Ul	 1028	 289	 8207322	 8207436	 l	 1	 right	 3	 20	 R	 236
6	 100	 2	 Ul	 300	 787	 8210503	 8210657	 l	 1	 left	 11	 4	 L	 246
6	 101	 2	 Ul	 503	 917	 8213988	 8214093	 l	 0	 x	 0	 0	 R	 311
6	 102	 2	 Ul	 803	 527	 8218556	 8218811	 l	 1	 right	 6	 14	 L	 218
6	 103	 2	 Ul	 1026	 717	 8223072	 8223214	 l	 1	 right	 12	 19	 R	 243
6	 104	 2	 Ul	 833	 887	 8226715	 8226954	 l	 1	 right	 7	 16	 L	 375
6	 105	 2	 Ul	 941	 562	 8231774	 8231990	 l	 0	 x	 0	 0	 L	 223
6	 106	 2	 Ul	 406	 614	 8236828	 8236877	 l	 1	 right	 4	 14	 R	 256
6	 107	 2	 Ul	 327	 465	 8240347	 8240452	 l	 1	 left	 7	 5	 L	 244
6	 108	 2	 Ul	 845	 558	 8243783	 8243832	 l	 1	 left	 14	 5	 R	 250
6	 109	 2	 Ul	 1002	 584	 8247502	 8247576	 l	 1	 right	 4	 21	 L	 268
6	 110	 2	 Ul	 1086	 1060	 8251286	 8251367	 l	 0	 x	 0	 0	 L	 311
6	 111	 2	 Ul	 967	 579	 8256356	 8256503	 l	 0	 x	 0	 0	 L	 290
6	 112	 2	 Ul	 1072	 750	 8261652	 8261833	 l	 0	 x	 0	 0	 L	 245
6	 113	 2	 Ul	 492	 765	 8266279	 8266437	 l	 0	 x	 0	 0	 R	 271
6	 114	 2	 Ul	 482	 281	 8270859	 8270971	 l	 1	 left	 4	 8	 R	 281
6	 115	 2	 Ul	 460	 539	 8274960	 8275107	 l	 0	 x	 0	 0	 R	 241
6	 116	 2	 Ul	 431	 838	 8279574	 8279689	 l	 0	 x	 0	 0	 R	 314
6	 117	 2	 Ul	 489	 1225	 8283502	 8283679	 l	 1	 left	 16	 8	 L	 281
6	 118	 2	 Ul	 717	 247	 8286948	 8287112	 l	 1	 right	 1	 16	 L	 287
6	 119	 2	 Ul	 561	 860	 8290753	 8290894	 l	 0	 x	 0	 0	 R	 281
6	 120	 2	 Ul	 789	 273	 8294803	 8295021	 l	 0	 x	 0	 0	 L	 250
6	 121	 2	 Ul	 427	 730	 8300030	 8300089	 l	 1	 left	 6	 7	 R	 256
6	 122	 2	 Ul	 621	 336	 8304004	 8304142	 l	 0	 x	 0	 0	 R	 250
6	 123	 2	 Ul	 483	 422	 8308373	 8308559	 l	 1	 left	 6	 3	 R	 208
6	 124	 2	 Ul	 477	 1011	 8313306	 8313399	 l	 1	 left	 14	 8	 L	 250
6	 125	 2	 Ul	 484	 482	 8316870	 8316992	 l	 0	 x	 0	 0	 R	 203
6	 126	 2	 Ul	 877	 578	 8320958	 8321147	 l	 0	 x	 0	 0	 L	 270
6	 127	 2	 Ul	 402	 301	 8325479	 8325593	 l	 1	 left	 4	 6	 L	 221
6	 128	 2	 Ul	 509	 455	 8328981	 8329070	 l	 1	 left	 9	 8	 R	 232
6	 129	 2	 Ul	 860	 856	 8334076	 8334240	 l	 0	 x	 0	 0	 L	 386
6	 130	 2	 Ul	 253	 697	 8337928	 8338037	 l	 1	 left	 10	 3	 L	 237
6	 131	 2	 Ul	 401	 643	 8341424	 8341596	 l	 1	 right	 9	 13	 R	 242
6	 132	 2	 Ul	 426	 580	 8344874	 8345068	 l	 0	 x	 0	 0	 R	 252
6	 133	 2	 Ul	 297	 436	 8349902	 8349988	 l	 1	 left	 3	 3	 R	 229
6	 134	 2	 Ul	 297	 886	 8353367	 8353479	 l	 1	 left	 11	 3	 R	 263
6	 135	 2	 Ul	 344	 1177	 8357289	 8357398	 l	 0	 x	 0	 0	 R	 285
6	 136	 2	 Ul	 911	 667	 8362097	 8362237	 l	 0	 x	 0	 0	 L	 312
6	 137	 2	 Ul	 434	 676	 8366476	 8366605	 l	 1	 left	 15	 9	 R	 200
6	 138	 2	 Ul	 440	 676	 8370485	 8370574	 l	 0	 x	 0	 0	 R	 258
6	 139	 2	 Ul	 814	 349	 8374770	 8374908	 l	 1	 right	 6	 13	 L	 312
6	 140	 2	 Ul	 355	 400	 8378764	 8378849	 l	 1	 left	 2	 2	 R	 276
6	 141	 2	 Ul	 829	 564	 8382439	 8382578	 l	 0	 x	 0	 0	 L	 260
6	 142	 2	 Ul	 301	 335	 8387233	 8387382	 l	 0	 x	 0	 0	 R	 223
6	 144	 2	 Ul	 961	 776	 8395456	 8395638	 l	 0	 x	 0	 0	 L	 304
6	 145	 2	 Ul	 805	 513	 8399414	 8399522	 l	 0	 x	 0	 0	 L	 242
6	 146	 2	 Ul	 858	 687	 8403815	 8403911	 l	 1	 right	 6	 15	 L	 262
6	 147	 2	 Ul	 1152	 645	 8407666	 8407788	 l	 1	 right	 10	 20	 R	 302
6	 148	 2	 Ul	 990	 695	 8410862	 8411032	 l	 0	 x	 0	 0	 L	 238
6	 149	 2	 Ul	 806	 441	 8415343	 8415464	 l	 0	 x	 0	 0	 L	 248
6	 150	 2	 Ul	 304	 536	 8419422	 8419562	 l	 0	 x	 0	 0	 R	 256
6	 151	 2	 Ul	 987	 796	 8425918	 8426145	 l	 0	 x	 0	 0	 L	 271
6	 152	 2	 Ul	 452	 413	 8429891	 8430032	 l	 0	 x	 0	 0	 R	 203
6	 153	 2	 Ul	 402	 485	 8435137	 8435287	 l	 0	 x	 0	 0	 R	 248
6	 154	 2	 Ul	 874	 503	 8440143	 8440256	 l	 1	 right	 14	 16	 L	 243
6	 155	 2	 Ul	 1085	 299	 8443693	 8443766	 l	 1	 right	 3	 21	 R	 242
6	 156	 2	 Ul	 945	 609	 8447195	 8447233	 l	 0	 x	 0	 0	 L	 274
6	 157	 2	 Ul	 466	 725	 8452119	 8452248	 l	 0	 x	 0	 0	 R	 267
6	 158	 2	 Ul	 975	 534	 8457332	 8457573	 l	 0	 x	 0	 0	 L	 249
6	 159	 2	 Ul	 891	 669	 8461599	 8461758	 l	 0	 x	 0	 0	 L	 265
6	 160	 2	 Ul	 466	 394	 8466161	 8466302	 l	 0	 x	 0	 0	 R	 206
7	 1	 2	 Ul	 271	 279	 10454319	 10454586	 l	 0	 x	 0	 0	 R	 504
7	 2	 2	 Ul	 837	 542	 10465541	 10465812	 l	 1	 right	 6	 14	 L	 304
7	 3	 2	 Ul	 729	 278	 10469512	 10469684	 l	 1	 right	 4	 21	 L	 375
7	 4	 2	 Ul	 419	 165	 10474501	 10474677	 l	 1	 right	 9	 13	 R	 322
7	 5	 2	 Ul	 195	 615	 10478307	 10478521	 l	 1	 left	 10	 4	 L	 468
7	 6	 2	 Ul	 599	 295	 10481829	 10482135	 l	 0	 x	 0	 0	 R	 299
7	 7	 2	 Ul	 723	 366	 10487495	 10487745	 l	 1	 right	 6	 13	 L	 344
7	 8	 2	 Ul	 764	 332	 10490921	 10491055	 l	 0	 x	 0	 0	 L	 459
7	 9	 2	 Ul	 666	 551	 10496604	 10496732	 l	 1	 left	 16	 7	 R	 471
7	 10	 2	 Ul	 1095	 229	 10501713	 10501806	 l	 1	 right	 3	 20	 R	 339
7	 11	 2	 Ul	 860	 266	 10504869	 10504982	 l	 1	 right	 1	 15	 L	 325
7	 12	 2	 Ul	 1010	 414	 10508167	 10508288	 l	 1	 right	 6	 18	 R	 262
7	 13	 2	 Ul	 739	 225	 10511416	 10511563	 l	 1	 left	 1	 4	 L	 321
7	 14	 2	 Ul	 687	 174	 10515495	 10515596	 l	 0	 x	 0	 0	 L	 319
7	 15	 2	 Ul	 631	 271	 10520936	 10521195	 l	 0	 x	 0	 0	 R	 279
7	 16	 2	 Ul	 395	 370	 10528273	 10528408	 l	 0	 x	 0	 0	 R	 305
7	 17	 2	 Ul	 536	 265	 10536626	 10536867	 l	 1	 left	 3	 3	 R	 306
7	 18	 2	 Ul	 73	 695	 10540671	 10540968	 l	 1	 left	 11	 1	 L	 420
7	 19	 2	 Ul	 1133	 262	 10544108	 10544240	 l	 1	 right	 3	 21	 R	 487
7	 20	 2	 Ul	 1009	 488	 10547901	 10548106	 l	 1	 right	 2	 20	 L	 309
7	 21	 2	 Ul	 637	 283	 10552148	 10552242	 l	 0	 x	 0	 0	 L	 365
7	 22	 2	 Ul	 699	 334	 10559003	 10559211	 l	 1	 right	 14	 17	 L	 399
7	 23	 2	 Ul	 469	 365	 10564840	 10565095	 l	 0	 x	 0	 0	 R	 295
7	 24	 2	 Ul	 1036	 409	 10572360	 10572505	 l	 1	 right	 6	 19	 R	 333
7	 25	 2	 Ul	 284	 453	 10575764	 10575975	 l	 1	 left	 7	 5	 L	 387
7	 26	 2	 Ul	 1040	 516	 10580164	 10580463	 l	 0	 x	 0	 0	 L	 296
7	 27	 2	 Ul	 733	 571	 10586841	 10587064	 l	 0	 x	 0	 0	 L	 312
7	 28	 2	 Ul	 994	 665	 10593627	 10593900	 l	 0	 x	 0	 0	 L	 426
7	 29	 2	 Ul	 416	 914	 10599314	 10599526	 l	 1	 left	 14	 8	 L	 412
7	 30	 2	 Ul	 429	 273	 10603267	 10603427	 l	 0	 x	 0	 0	 R	 275
7	 31	 2	 Ul	 419	 594	 10611952	 10612232	 l	 1	 left	 10	 7	 L	 278
7	 32	 2	 Ul	 379	 344	 10615583	 10615834	 l	 1	 left	 2	 6	 R	 298
7	 33	 2	 Ul	 973	 522	 10619538	 10619692	 l	 0	 x	 0	 0	 L	 382
7	 34	 2	 Ul	 547	 225	 10628468	 10628612	 l	 1	 left	 15	 9	 R	 341
7	 35	 2	 Ul	 413	 410	 10632965	 10633183	 l	 0	 x	 0	 0	 R	 287
7	 36	 2	 Ul	 323	 803	 10641672	 10641862	 l	 1	 left	 12	 5	 R	 372
7	 37	 2	 Ul	 560	 445	 10644923	 10644995	 l	 1	 right	 4	 14	 R	 313
7	 38	 2	 Ul	 587	 234	 10649151	 10649277	 l	 0	 x	 0	 0	 R	 340
7	 39	 2	 Ul	 51	 327	 10658850	 10659004	 l	 0	 x	 0	 0	 R	 387
7	 40	 2	 Ul	 884	 630	 10667257	 10667409	 l	 0	 x	 0	 0	 L	 303
7	 41	 2	 Ul	 1035	 492	 10675147	 10675389	 l	 0	 x	 0	 0	 L	 401
7	 42	 2	 Ul	 607	 987	 10686674	 10686797	 l	 0	 x	 0	 0	 R	 586
7	 43	 2	 Ul	 455	 358	 10693932	 10694192	 l	 0	 x	 0	 0	 R	 313
7	 44	 2	 Ul	 955	 402	 10702121	 10702402	 l	 0	 x	 0	 0	 L	 380
7	 45	 2	 Ul	 1177	 742	 10708477	 10708574	 l	 1	 right	 14	 22	 L	 455
7	 46	 2	 Ul	 1133	 900	 10713249	 10713535	 l	 0	 x	 0	 0	 L	 456
7	 47	 2	 Ul	 986	 194	 10720240	 10720404	 l	 0	 x	 0	 0	 L	 416
7	 48	 2	 Ul	 509	 272	 10725587	 10725779	 l	 1	 left	 4	 8	 R	 332
7	 49	 2	 Ul	 974	 387	 10735948	 10736082	 l	 1	 left	 14	 8	 L	 291
7	 50	 2	 Ul	 511	 306	 10741314	 10741643	 l	 0	 x	 0	 0	 R	 306
7	 51	 2	 Ul	 822	 555	 10752830	 10753018	 l	 0	 x	 0	 0	 L	 300
7	 52	 2	 Ul	 673	 487	 10761385	 10761567	 l	 0	 x	 0	 0	 R	 53
7	 53	 2	 Ul	 520	 369	 10772033	 10772183	 l	 0	 x	 0	 0	 R	 329
7	 54	 2	 Ul	 1060	 590	 10781587	 10781774	 l	 1	 right	 9	 19	 R	 301
7	 55	 2	 Ul	 750	 568	 10785853	 10786027	 l	 1	 right	 7	 16	 L	 297
7	 56	 2	 Ul	 852	 967	 10789991	 10790311	 l	 1	 right	 15	 15	 R	 354
7	 57	 2	 Ul	 621	 355	 10793370	 10793483	 l	 0	 x	 0	 0	 R	 322
7	 58	 2	 Ul	 1129	 357	 10804386	 10804655	 l	 0	 x	 0	 0	 L	 506
7	 59	 2	 Ul	 707	 216	 10811590	 10811749	 l	 0	 x	 0	 0	 L	 368
7	 60	 2	 Ul	 999	 1019	 10818614	 10818854	 l	 0	 x	 0	 0	 L	 521
7	 61	 2	 Ul	 1115	 773	 10824890	 10825022	 l	 1	 left	 16	 8	 L	 326
7	 62	 2	 Ul	 434	 278	 10828329	 10828625	 l	 0	 x	 0	 0	 R	 315
7	 63	 2	 Ul	 762	 555	 10836733	 10836919	 l	 0	 x	 0	 0	 L	 357
7	 64	 2	 Ul	 279	 946	 10845387	 10845627	 l	 1	 left	 14	 5	 R	 550
7	 65	 2	 Ul	 1075	 549	 10849024	 10849336	 l	 0	 x	 0	 0	 L	 366
7	 66	 2	 Ul	 595	 581	 10857241	 10857406	 l	 1	 left	 2	 2	 R	 381
7	 67	 2	 Ul	 613	 385	 10862326	 10862557	 l	 1	 left	 6	 3	 R	 335
7	 68	 2	 Ul	 241	 711	 10870814	 10870995	 l	 1	 left	 11	 4	 L	 342
7	 69	 2	 Ul	 328	 421	 10874015	 10874255	 l	 0	 x	 0	 0	 R	 292
7	 70	 2	 Ul	 390	 327	 10888139	 10888239	 l	 1	 left	 4	 6	 L	 333
7	 71	 2	 Ul	 289	 631	 10892186	 10892419	 l	 0	 x	 0	 0	 L	 699
7	 72	 2	 Ul	 822	 791	 10905090	 10905234	 l	 0	 x	 0	 0	 L	 351
7	 73	 2	 Ul	 1100	 683	 10913775	 10913952	 l	 1	 right	 12	 21	 L	 375
7	 74	 2	 Ul	 1008	 925	 10917273	 10917548	 l	 1	 right	 15	 22	 L	 282
7	 75	 2	 Ul	 882	 843	 10921914	 10922174	 l	 0	 x	 0	 0	 L	 312
7	 76	 2	 Ul	 344	 406	 10928685	 10928905	 l	 0	 x	 0	 0	 R	 322
7	 77	 2	 Ul	 523	 377	 10935713	 10935861	 l	 1	 right	 16	 22	 R	 338
7	 78	 2	 Ul	 1220	 738	 10939770	 10940252	 l	 1	 right	 1	 17	 L	 495
7	 79	 2	 Ul	 1034	 744	 10944698	 10944935	 l	 1	 right	 15	 16	 L	 372
7	 80	 2	 Ul	 967	 930	 10948495	 10948683	 l	 0	 x	 0	 0	 L	 338
7	 81	 2	 Ul	 523	 664	 10954251	 10954368	 l	 0	 x	 0	 0	 R	 383
7	 82	 2	 Ul	 987	 561	 10961116	 10961425	 l	 0	 x	 0	 0	 L	 357
7	 83	 2	 Ul	 569	 392	 10967015	 10967132	 l	 0	 x	 0	 0	 R	 324
7	 84	 2	 Ul	 741	 255	 10972135	 10972343	 l	 0	 x	 0	 0	 L	 474
7	 85	 2	 Ul	 640	 512	 10977147	 10977374	 l	 1	 left	 8	 6	 R	 325
7	 86	 2	 Ul	 535	 341	 10985664	 10985883	 l	 1	 left	 14	 3	 R	 310
7	 87	 2	 Ul	 665	 534	 10989628	 10989672	 l	 0	 x	 0	 0	 L	 314
7	 88	 2	 Ul	 1119	 702	 10998283	 10998603	 l	 0	 x	 0	 0	 L	 347
7	 89	 2	 Ul	 433	 436	 11003233	 11003554	 l	 0	 x	 0	 0	 R	 306
7	 90	 2	 Ul	 294	 787	 11010529	 11010709	 l	 1	 left	 12	 5	 L	 311
7	 91	 2	 Ul	 651	 557	 11013816	 11014024	 l	 1	 left	 4	 2	 L	 147
7	 92	 2	 Ul	 543	 304	 11019232	 11019260	 l	 0	 x	 0	 0	 R	 312
7	 93	 2	 Ul	 278	 353	 11028081	 11028224	 l	 1	 left	 4	 2	 R	 329
7	 94	 2	 Ul	 508	 394	 11031765	 11032016	 l	 0	 x	 0	 0	 R	 323
7	 95	 2	 Ul	 332	 419	 11038860	 11039084	 l	 1	 left	 16	 6	 R	 316
7	 96	 2	 Ul	 1063	 472	 11044623	 11044848	 l	 0	 x	 0	 0	 L	 538
7	 97	 2	 Ul	 1070	 761	 11051927	 11052166	 l	 1	 right	 12	 19	 R	 311
7	 98	 2	 Ul	 1093	 667	 11057620	 11057794	 l	 1	 right	 10	 20	 R	 263
7	 99	 2	 Ul	 355	 472	 11061079	 11061375	 l	 0	 x	 0	 0	 R	 341
7	 100	 2	 Ul	 601	 528	 11069588	 11069689	 l	 0	 x	 0	 0	 R	 379
7	 101	 2	 Ul	 1024	 486	 11076836	 11076977	 l	 1	 right	 6	 18	 L	 335
7	 102	 2	 Ul	 915	 536	 11080232	 11080440	 l	 1	 right	 8	 16	 R	 240
7	 103	 2	 Ul	 1050	 597	 11083367	 11083501	 l	 1	 left	 16	 9	 L	 305
7	 104	 2	 Ul	 532	 290	 11086817	 11086945	 l	 1	 left	 4	 9	 L	 254
7	 105	 2	 Ul	 649	 525	 11090246	 11090491	 l	 0	 x	 0	 0	 L	 33
7	 106	 2	 Ul	 722	 309	 11098088	 11098246	 l	 1	 right	 11	 21	 L	 343
7	 107	 2	 Ul	 217	 669	 11102345	 11102519	 l	 1	 left	 10	 3	 L	 359
7	 108	 2	 Ul	 506	 599	 11106010	 11106183	 l	 1	 left	 9	 7	 R	 404
7	 109	 2	 Ul	 653	 562	 11110056	 11110079	 l	 0	 x	 0	 0	 L	 159
7	 110	 2	 Ul	 483	 433	 11116921	 11117064	 l	 1	 left	 11	 3	 R	 313
7	 111	 2	 Ul	 731	 177	 11121228	 11121362	 l	 0	 x	 0	 0	 L	 519
7	 112	 2	 Ul	 807	 807	 11132071	 11132387	 l	 0	 x	 0	 0	 L	 310
7	 113	 2	 Ul	 252	 1015	 11137397	 11137590	 l	 1	 left	 15	 4	 L	 425
7	 114	 2	 Ul	 741	 379	 11141217	 11141422	 l	 1	 right	 14	 16	 L	 394
