subNum	 version	 completed	 trialNo	 fixNo	 xFix	 yFix	 fixStartTime	 fixEndTime	 targPresent	 targSide	 easySide	 var	 con
2	 T	 2	 1	 1	 510	 390	 5263451	 5264987	 1	 left	 x	 1.7	 full
2	 T	 2	 1	 2	 647	 505	 5265028	 5265163	 1	 left	 x	 1.7	 full
2	 T	 2	 1	 3	 720	 542	 5265187	 5265372	 1	 left	 x	 1.7	 full
2	 T	 2	 1	 4	 331	 596	 5265445	 5265576	 1	 left	 x	 1.7	 full
2	 T	 2	 1	 5	 349	 590	 5265597	 5265750	 1	 left	 x	 1.7	 full
2	 T	 2	 1	 6	 546	 314	 5265815	 5266025	 1	 left	 x	 1.7	 full
2	 T	 2	 1	 7	 526	 324	 5266047	 5266182	 1	 left	 x	 1.7	 full
2	 T	 2	 2	 1	 508	 381	 5268758	 5270131	 1	 left	 x	 6	 full
2	 T	 2	 3	 1	 506	 388	 5271759	 5272793	 1	 right	 x	 6	 full
2	 T	 2	 3	 2	 638	 565	 5272839	 5272940	 1	 right	 x	 6	 full
2	 T	 2	 3	 3	 663	 618	 5272963	 5273094	 1	 right	 x	 6	 full
2	 T	 2	 4	 1	 517	 385	 5274550	 5275902	 1	 left	 L	 x	 half
2	 T	 2	 5	 1	 519	 385	 5277051	 5279115	 1	 right	 L	 x	 half
2	 T	 2	 6	 1	 505	 385	 5280894	 5281823	 0	 x	 x	 6	 full
2	 T	 2	 6	 2	 487	 365	 5281832	 5282252	 0	 x	 x	 6	 full
2	 T	 2	 7	 1	 499	 380	 5283793	 5285029	 0	 x	 L	 x	 half
2	 T	 2	 7	 2	 535	 394	 5285051	 5285274	 0	 x	 L	 x	 half
2	 T	 2	 7	 3	 577	 398	 5285297	 5285810	 0	 x	 L	 x	 half
2	 T	 2	 7	 4	 917	 501	 5285866	 5286151	 0	 x	 L	 x	 half
2	 T	 2	 7	 5	 910	 490	 5286162	 5286272	 0	 x	 L	 x	 half
2	 T	 2	 7	 6	 912	 323	 5286319	 5286491	 0	 x	 L	 x	 half
2	 T	 2	 7	 7	 549	 210	 5286564	 5286882	 0	 x	 L	 x	 half
2	 T	 2	 7	 8	 511	 395	 5286931	 5287002	 0	 x	 L	 x	 half
2	 T	 2	 8	 1	 509	 380	 5288722	 5290090	 0	 x	 x	 1.7	 full
2	 T	 2	 8	 2	 938	 462	 5290154	 5290381	 0	 x	 x	 1.7	 full
2	 T	 2	 8	 3	 896	 455	 5290401	 5290537	 0	 x	 x	 1.7	 full
2	 T	 2	 8	 4	 576	 677	 5290607	 5290939	 0	 x	 x	 1.7	 full
2	 T	 2	 8	 5	 153	 565	 5291014	 5291149	 0	 x	 x	 1.7	 full
2	 T	 2	 8	 6	 150	 278	 5291202	 5291383	 0	 x	 x	 1.7	 full
2	 T	 2	 9	 1	 508	 385	 5292883	 5294463	 1	 right	 x	 6	 full
2	 T	 2	 10	 1	 509	 383	 5296441	 5297713	 1	 right	 x	 1.7	 full
2	 T	 2	 10	 2	 928	 272	 5297780	 5297895	 1	 right	 x	 1.7	 full
2	 T	 2	 10	 3	 943	 230	 5297919	 5298097	 1	 right	 x	 1.7	 full
2	 T	 2	 11	 1	 515	 382	 5299651	 5300873	 1	 right	 L	 x	 half
2	 T	 2	 11	 2	 766	 410	 5300925	 5301134	 1	 right	 L	 x	 half
2	 T	 2	 11	 3	 855	 216	 5301187	 5301251	 1	 right	 L	 x	 half
2	 T	 2	 11	 4	 867	 156	 5301276	 5301346	 1	 right	 L	 x	 half
2	 T	 2	 11	 5	 898	 85	 5301372	 5301546	 1	 right	 L	 x	 half
2	 T	 2	 12	 1	 507	 382	 5303848	 5305007	 1	 left	 x	 1.7	 full
2	 T	 2	 12	 2	 164	 416	 5305077	 5305184	 1	 left	 x	 1.7	 full
2	 T	 2	 12	 3	 136	 418	 5305207	 5305442	 1	 left	 x	 1.7	 full
2	 T	 2	 12	 4	 561	 375	 5305503	 5305564	 1	 left	 x	 1.7	 full
2	 T	 2	 13	 1	 511	 385	 5307222	 5308326	 0	 x	 x	 6	 full
2	 T	 2	 13	 2	 408	 309	 5308370	 5308624	 0	 x	 x	 6	 full
2	 T	 2	 14	 1	 504	 388	 5310472	 5311444	 1	 left	 x	 6	 full
2	 T	 2	 15	 1	 505	 385	 5312910	 5314010	 1	 left	 x	 6	 full
2	 T	 2	 15	 2	 372	 493	 5314063	 5314179	 1	 left	 x	 6	 full
2	 T	 2	 16	 1	 508	 383	 5315622	 5317045	 1	 right	 R	 x	 half
2	 T	 2	 17	 1	 504	 385	 5318357	 5319956	 0	 x	 x	 1.7	 full
2	 T	 2	 17	 2	 159	 173	 5320013	 5320295	 0	 x	 x	 1.7	 full
2	 T	 2	 17	 3	 255	 557	 5320381	 5320615	 0	 x	 x	 1.7	 full
2	 T	 2	 18	 1	 497	 384	 5322297	 5323318	 0	 x	 x	 1.7	 full
2	 T	 2	 18	 2	 192	 375	 5323389	 5323642	 0	 x	 x	 1.7	 full
2	 T	 2	 18	 3	 359	 669	 5323702	 5323920	 0	 x	 x	 1.7	 full
2	 T	 2	 18	 4	 604	 699	 5323969	 5324040	 0	 x	 x	 1.7	 full
2	 T	 2	 18	 5	 718	 703	 5324075	 5324280	 0	 x	 x	 1.7	 full
2	 T	 2	 18	 6	 777	 305	 5324347	 5324535	 0	 x	 x	 1.7	 full
2	 T	 2	 19	 1	 502	 393	 5325903	 5327295	 1	 left	 x	 6	 full
2	 T	 2	 20	 1	 509	 391	 5329116	 5329955	 0	 x	 R	 x	 half
2	 T	 2	 20	 2	 786	 337	 5330005	 5330283	 0	 x	 R	 x	 half
2	 T	 2	 20	 3	 209	 421	 5330375	 5330678	 0	 x	 R	 x	 half
2	 T	 2	 20	 4	 262	 466	 5330703	 5331056	 0	 x	 R	 x	 half
2	 T	 2	 21	 1	 511	 388	 5332795	 5333730	 0	 x	 x	 1.7	 full
2	 T	 2	 21	 2	 620	 411	 5333762	 5333846	 0	 x	 x	 1.7	 full
2	 T	 2	 21	 3	 809	 438	 5333889	 5334135	 0	 x	 x	 1.7	 full
2	 T	 2	 21	 4	 842	 644	 5334182	 5334431	 0	 x	 x	 1.7	 full
2	 T	 2	 21	 5	 530	 708	 5334489	 5334657	 0	 x	 x	 1.7	 full
2	 T	 2	 21	 6	 109	 437	 5334759	 5334863	 0	 x	 x	 1.7	 full
2	 T	 2	 21	 7	 197	 337	 5334900	 5334956	 0	 x	 x	 1.7	 full
2	 T	 2	 22	 1	 509	 385	 5336553	 5337471	 1	 left	 x	 6	 full
2	 T	 2	 22	 2	 307	 504	 5337525	 5337756	 1	 left	 x	 6	 full
2	 T	 2	 23	 1	 508	 383	 5339201	 5340454	 0	 x	 x	 1.7	 full
2	 T	 2	 23	 2	 715	 525	 5340513	 5340581	 0	 x	 x	 1.7	 full
2	 T	 2	 23	 3	 865	 574	 5340619	 5340865	 0	 x	 x	 1.7	 full
2	 T	 2	 23	 4	 797	 556	 5340889	 5341070	 0	 x	 x	 1.7	 full
2	 T	 2	 23	 5	 767	 552	 5341087	 5341150	 0	 x	 x	 1.7	 full
2	 T	 2	 23	 6	 833	 237	 5341203	 5341527	 0	 x	 x	 1.7	 full
2	 T	 2	 23	 7	 288	 359	 5341602	 5341777	 0	 x	 x	 1.7	 full
2	 T	 2	 24	 1	 509	 380	 5343103	 5344364	 0	 x	 R	 x	 half
2	 T	 2	 24	 2	 254	 454	 5344422	 5344885	 0	 x	 R	 x	 half
2	 T	 2	 24	 3	 277	 484	 5344914	 5345049	 0	 x	 R	 x	 half
2	 T	 2	 24	 4	 444	 656	 5345116	 5345426	 0	 x	 R	 x	 half
2	 T	 2	 25	 1	 506	 380	 5346717	 5348082	 0	 x	 x	 6	 full
2	 T	 2	 25	 2	 550	 431	 5348105	 5348555	 0	 x	 x	 6	 full
2	 T	 2	 26	 1	 517	 389	 5350335	 5351790	 1	 right	 x	 1.7	 full
2	 T	 2	 26	 2	 546	 409	 5351809	 5351979	 1	 right	 x	 1.7	 full
2	 T	 2	 26	 3	 876	 398	 5352035	 5352233	 1	 right	 x	 1.7	 full
2	 T	 2	 26	 4	 864	 509	 5352269	 5352553	 1	 right	 x	 1.7	 full
2	 T	 2	 26	 5	 804	 165	 5352624	 5352778	 1	 right	 x	 1.7	 full
2	 T	 2	 26	 6	 639	 53	 5352828	 5353089	 1	 right	 x	 1.7	 full
2	 T	 2	 26	 7	 649	 40	 5353098	 5353227	 1	 right	 x	 1.7	 full
2	 T	 2	 27	 1	 512	 387	 5355517	 5356617	 1	 left	 x	 6	 full
2	 T	 2	 28	 1	 516	 380	 5357957	 5359523	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 2	 767	 512	 5359569	 5359725	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 3	 807	 541	 5359747	 5359918	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 4	 821	 701	 5359957	 5360117	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 5	 796	 689	 5360130	 5360289	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 6	 891	 242	 5360385	 5360620	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 7	 890	 197	 5360640	 5360789	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 8	 522	 236	 5360850	 5360968	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 9	 194	 279	 5361031	 5361362	 0	 x	 x	 1.7	 full
2	 T	 2	 28	 10	 472	 488	 5361424	 5361498	 0	 x	 x	 1.7	 full
2	 T	 2	 29	 1	 506	 380	 5362991	 5364548	 1	 right	 x	 6	 full
2	 T	 2	 30	 1	 514	 379	 5367192	 5368338	 0	 x	 x	 6	 full
2	 T	 2	 31	 1	 514	 382	 5370182	 5371223	 1	 right	 L	 x	 half
2	 T	 2	 31	 2	 655	 531	 5371278	 5371458	 1	 right	 L	 x	 half
2	 T	 2	 31	 3	 684	 630	 5371497	 5371693	 1	 right	 L	 x	 half
2	 T	 2	 31	 4	 711	 671	 5371714	 5371874	 1	 right	 L	 x	 half
2	 T	 2	 31	 5	 674	 375	 5371922	 5372080	 1	 right	 L	 x	 half
2	 T	 2	 31	 6	 680	 338	 5372101	 5372247	 1	 right	 L	 x	 half
2	 T	 2	 31	 7	 683	 326	 5372255	 5372368	 1	 right	 L	 x	 half
2	 T	 2	 32	 1	 513	 379	 5374019	 5375268	 0	 x	 x	 6	 full
2	 T	 2	 33	 1	 509	 387	 5376574	 5377879	 0	 x	 x	 1.7	 full
2	 T	 2	 33	 2	 533	 399	 5377891	 5378011	 0	 x	 x	 1.7	 full
2	 T	 2	 33	 3	 759	 529	 5378059	 5378206	 0	 x	 x	 1.7	 full
2	 T	 2	 33	 4	 767	 571	 5378226	 5378419	 0	 x	 x	 1.7	 full
2	 T	 2	 33	 5	 802	 303	 5378473	 5378613	 0	 x	 x	 1.7	 full
2	 T	 2	 33	 6	 780	 255	 5378634	 5378821	 0	 x	 x	 1.7	 full
2	 T	 2	 33	 7	 227	 412	 5378912	 5379039	 0	 x	 x	 1.7	 full
2	 T	 2	 34	 1	 510	 381	 5380903	 5382220	 0	 x	 R	 x	 half
2	 T	 2	 34	 2	 777	 381	 5382267	 5382459	 0	 x	 R	 x	 half
2	 T	 2	 34	 3	 593	 584	 5382518	 5382734	 0	 x	 R	 x	 half
2	 T	 2	 34	 4	 307	 586	 5382794	 5383037	 0	 x	 R	 x	 half
2	 T	 2	 34	 5	 305	 536	 5383060	 5383146	 0	 x	 R	 x	 half
2	 T	 2	 34	 6	 321	 281	 5383201	 5383519	 0	 x	 R	 x	 half
2	 T	 2	 35	 1	 500	 385	 5385507	 5386689	 1	 left	 L	 x	 half
2	 T	 2	 36	 1	 504	 380	 5388096	 5389579	 0	 x	 R	 x	 half
2	 T	 2	 36	 2	 245	 394	 5389636	 5389873	 0	 x	 R	 x	 half
2	 T	 2	 36	 3	 214	 363	 5389890	 5390093	 0	 x	 R	 x	 half
2	 T	 2	 36	 4	 344	 683	 5390164	 5390414	 0	 x	 R	 x	 half
2	 T	 2	 36	 5	 471	 687	 5390442	 5390623	 0	 x	 R	 x	 half
2	 T	 2	 36	 6	 276	 214	 5390688	 5390940	 0	 x	 R	 x	 half
2	 T	 2	 37	 1	 515	 384	 5392989	 5394740	 1	 left	 x	 6	 full
2	 T	 2	 38	 1	 519	 388	 5396477	 5397880	 1	 left	 x	 6	 full
2	 T	 2	 39	 1	 509	 384	 5399561	 5400444	 0	 x	 x	 6	 full
2	 T	 2	 39	 2	 293	 409	 5400497	 5400804	 0	 x	 x	 6	 full
2	 T	 2	 40	 1	 516	 379	 5402864	 5403576	 0	 x	 L	 x	 half
2	 T	 2	 40	 2	 620	 409	 5403602	 5403785	 0	 x	 L	 x	 half
2	 T	 2	 40	 3	 732	 467	 5403818	 5404045	 0	 x	 L	 x	 half
2	 T	 2	 40	 4	 738	 518	 5404082	 5404311	 0	 x	 L	 x	 half
2	 T	 2	 40	 5	 559	 672	 5404373	 5404605	 0	 x	 L	 x	 half
2	 T	 2	 40	 6	 733	 328	 5404688	 5404880	 0	 x	 L	 x	 half
2	 T	 2	 40	 7	 754	 271	 5404908	 5405300	 0	 x	 L	 x	 half
2	 T	 2	 41	 1	 507	 385	 5407060	 5408401	 0	 x	 x	 6	 full
2	 T	 2	 42	 1	 511	 377	 5409791	 5411211	 1	 right	 x	 6	 full
2	 T	 2	 43	 1	 503	 376	 5412594	 5413899	 1	 right	 x	 1.7	 full
2	 T	 2	 43	 2	 536	 398	 5413920	 5414045	 1	 right	 x	 1.7	 full
2	 T	 2	 43	 3	 802	 456	 5414092	 5414386	 1	 right	 x	 1.7	 full
2	 T	 2	 43	 4	 866	 460	 5414410	 5414884	 1	 right	 x	 1.7	 full
2	 T	 2	 44	 1	 509	 385	 5416700	 5417845	 1	 right	 R	 x	 half
2	 T	 2	 44	 2	 688	 521	 5417889	 5418002	 1	 right	 R	 x	 half
2	 T	 2	 44	 3	 714	 544	 5418025	 5418161	 1	 right	 R	 x	 half
2	 T	 2	 45	 1	 510	 379	 5419594	 5420860	 1	 left	 x	 1.7	 full
2	 T	 2	 45	 2	 551	 395	 5420881	 5421010	 1	 left	 x	 1.7	 full
2	 T	 2	 45	 3	 417	 238	 5421055	 5421125	 1	 left	 x	 1.7	 full
2	 T	 2	 45	 4	 416	 215	 5421147	 5421222	 1	 left	 x	 1.7	 full
2	 T	 2	 46	 1	 504	 378	 5422567	 5424072	 1	 left	 L	 x	 half
2	 T	 2	 47	 1	 506	 389	 5425551	 5426849	 1	 right	 L	 x	 half
2	 T	 2	 47	 2	 491	 371	 5426861	 5426984	 1	 right	 L	 x	 half
2	 T	 2	 47	 3	 679	 542	 5427027	 5427096	 1	 right	 L	 x	 half
2	 T	 2	 47	 4	 754	 648	 5427145	 5427314	 1	 right	 L	 x	 half
2	 T	 2	 47	 5	 789	 662	 5427338	 5427586	 1	 right	 L	 x	 half
2	 T	 2	 47	 6	 865	 348	 5427652	 5427871	 1	 right	 L	 x	 half
2	 T	 2	 47	 7	 668	 237	 5427930	 5428046	 1	 right	 L	 x	 half
2	 T	 2	 47	 8	 553	 212	 5428075	 5428220	 1	 right	 L	 x	 half
2	 T	 2	 47	 9	 533	 196	 5428241	 5428352	 1	 right	 L	 x	 half
2	 T	 2	 47	 10	 813	 303	 5428400	 5428648	 1	 right	 L	 x	 half
2	 T	 2	 47	 11	 524	 365	 5428713	 5428775	 1	 right	 L	 x	 half
2	 T	 2	 48	 1	 504	 378	 5430241	 5431572	 1	 left	 L	 x	 half
2	 T	 2	 49	 1	 511	 380	 5433493	 5434863	 1	 right	 L	 x	 half
2	 T	 2	 50	 1	 504	 379	 5436365	 5437364	 0	 x	 L	 x	 half
2	 T	 2	 50	 2	 617	 385	 5437392	 5437585	 0	 x	 L	 x	 half
2	 T	 2	 50	 3	 728	 417	 5437611	 5437798	 0	 x	 L	 x	 half
2	 T	 2	 50	 4	 667	 571	 5437839	 5438039	 0	 x	 L	 x	 half
2	 T	 2	 50	 5	 680	 572	 5438048	 5438169	 0	 x	 L	 x	 half
2	 T	 2	 50	 6	 718	 524	 5438202	 5438250	 0	 x	 L	 x	 half
2	 T	 2	 50	 7	 908	 461	 5438293	 5438418	 0	 x	 L	 x	 half
2	 T	 2	 50	 8	 815	 236	 5438467	 5438743	 0	 x	 L	 x	 half
2	 T	 2	 51	 1	 513	 378	 5439975	 5441366	 1	 right	 x	 1.7	 full
2	 T	 2	 51	 2	 774	 410	 5441410	 5441562	 1	 right	 x	 1.7	 full
2	 T	 2	 51	 3	 815	 407	 5441586	 5441756	 1	 right	 x	 1.7	 full
2	 T	 2	 52	 1	 505	 382	 5443179	 5444460	 1	 left	 R	 x	 half
2	 T	 2	 52	 2	 194	 292	 5444524	 5444655	 1	 left	 R	 x	 half
2	 T	 2	 52	 3	 210	 283	 5444674	 5444870	 1	 left	 R	 x	 half
2	 T	 2	 52	 4	 215	 277	 5444879	 5445053	 1	 left	 R	 x	 half
2	 T	 2	 53	 1	 507	 390	 5446512	 5447718	 1	 right	 x	 1.7	 full
2	 T	 2	 53	 2	 785	 370	 5447768	 5447925	 1	 right	 x	 1.7	 full
2	 T	 2	 53	 3	 813	 367	 5447948	 5448013	 1	 right	 x	 1.7	 full
2	 T	 2	 54	 1	 511	 383	 5449443	 5450700	 1	 left	 x	 1.7	 full
2	 T	 2	 54	 2	 144	 452	 5450771	 5450853	 1	 left	 x	 1.7	 full
2	 T	 2	 54	 3	 103	 451	 5450874	 5450974	 1	 left	 x	 1.7	 full
2	 T	 2	 55	 1	 507	 377	 5452410	 5453786	 0	 x	 R	 x	 half
2	 T	 2	 55	 2	 551	 396	 5453809	 5453896	 0	 x	 R	 x	 half
2	 T	 2	 55	 3	 160	 369	 5453962	 5454094	 0	 x	 R	 x	 half
2	 T	 2	 56	 1	 514	 383	 5455911	 5457090	 0	 x	 L	 x	 half
2	 T	 2	 56	 2	 579	 406	 5457113	 5457157	 0	 x	 L	 x	 half
2	 T	 2	 56	 3	 640	 416	 5457180	 5457340	 0	 x	 L	 x	 half
2	 T	 2	 56	 4	 778	 423	 5457372	 5457650	 0	 x	 L	 x	 half
2	 T	 2	 56	 5	 823	 434	 5457669	 5457758	 0	 x	 L	 x	 half
2	 T	 2	 56	 6	 783	 212	 5457809	 5458274	 0	 x	 L	 x	 half
2	 T	 2	 57	 1	 499	 383	 5460357	 5461124	 1	 left	 x	 6	 full
2	 T	 2	 58	 1	 501	 387	 5462739	 5463768	 0	 x	 x	 1.7	 full
2	 T	 2	 58	 2	 535	 400	 5463788	 5464194	 0	 x	 x	 1.7	 full
2	 T	 2	 59	 1	 506	 381	 5465469	 5466762	 0	 x	 x	 1.7	 full
2	 T	 2	 59	 2	 541	 399	 5466783	 5466891	 0	 x	 x	 1.7	 full
2	 T	 2	 59	 3	 192	 332	 5466965	 5467370	 0	 x	 x	 1.7	 full
2	 T	 2	 59	 4	 253	 353	 5467396	 5467468	 0	 x	 x	 1.7	 full
2	 T	 2	 59	 5	 221	 359	 5467499	 5467526	 0	 x	 x	 1.7	 full
2	 T	 2	 59	 6	 406	 663	 5467585	 5467806	 0	 x	 x	 1.7	 full
2	 T	 2	 59	 7	 666	 660	 5467850	 5467945	 0	 x	 x	 1.7	 full
2	 T	 2	 60	 1	 502	 376	 5469411	 5470765	 1	 right	 R	 x	 half
2	 T	 2	 61	 1	 508	 387	 5472453	 5473310	 0	 x	 x	 1.7	 full
2	 T	 2	 61	 2	 538	 397	 5473330	 5473615	 0	 x	 x	 1.7	 full
2	 T	 2	 62	 1	 509	 391	 5475227	 5476362	 1	 left	 L	 x	 half
2	 T	 2	 62	 2	 544	 397	 5476387	 5476495	 1	 left	 L	 x	 half
2	 T	 2	 63	 1	 517	 389	 5478352	 5479072	 0	 x	 x	 6	 full
2	 T	 2	 63	 2	 533	 400	 5479088	 5479335	 0	 x	 x	 6	 full
2	 T	 2	 64	 1	 508	 392	 5480854	 5482226	 1	 right	 R	 x	 half
2	 T	 2	 65	 1	 514	 385	 5483490	 5484956	 0	 x	 x	 6	 full
2	 T	 2	 66	 1	 519	 384	 5486547	 5487664	 1	 right	 x	 6	 full
2	 T	 2	 66	 2	 612	 474	 5487699	 5487838	 1	 right	 x	 6	 full
2	 T	 2	 66	 3	 626	 520	 5487860	 5488067	 1	 right	 x	 6	 full
2	 T	 2	 67	 1	 503	 384	 5489973	 5490772	 0	 x	 R	 x	 half
2	 T	 2	 67	 2	 528	 391	 5490794	 5490876	 0	 x	 R	 x	 half
2	 T	 2	 68	 1	 503	 383	 5492142	 5493725	 0	 x	 R	 x	 half
2	 T	 2	 68	 2	 297	 251	 5493773	 5493927	 0	 x	 R	 x	 half
2	 T	 2	 69	 1	 503	 382	 5496024	 5496976	 0	 x	 x	 1.7	 full
2	 T	 2	 69	 2	 535	 394	 5496998	 5497122	 0	 x	 x	 1.7	 full
2	 T	 2	 69	 3	 865	 318	 5497175	 5497480	 0	 x	 x	 1.7	 full
2	 T	 2	 69	 4	 816	 313	 5497500	 5497637	 0	 x	 x	 1.7	 full
2	 T	 2	 69	 5	 739	 681	 5497720	 5497979	 0	 x	 x	 1.7	 full
2	 T	 2	 69	 6	 545	 655	 5498021	 5498146	 0	 x	 x	 1.7	 full
2	 T	 2	 69	 7	 236	 305	 5498206	 5498387	 0	 x	 x	 1.7	 full
2	 T	 2	 70	 1	 506	 378	 5499658	 5500910	 1	 left	 x	 1.7	 full
2	 T	 2	 70	 2	 271	 253	 5500978	 5501083	 1	 left	 x	 1.7	 full
2	 T	 2	 70	 3	 256	 234	 5501100	 5501217	 1	 left	 x	 1.7	 full
2	 T	 2	 71	 1	 502	 385	 5502513	 5504017	 0	 x	 x	 6	 full
2	 T	 2	 72	 1	 505	 378	 5505674	 5507217	 0	 x	 x	 1.7	 full
2	 T	 2	 73	 1	 510	 383	 5508987	 5510275	 1	 left	 x	 1.7	 full
2	 T	 2	 73	 2	 213	 252	 5510335	 5510581	 1	 left	 x	 1.7	 full
2	 T	 2	 73	 3	 201	 237	 5510591	 5510761	 1	 left	 x	 1.7	 full
2	 T	 2	 73	 4	 253	 617	 5510831	 5511058	 1	 left	 x	 1.7	 full
2	 T	 2	 73	 5	 272	 640	 5511078	 5511205	 1	 left	 x	 1.7	 full
2	 T	 2	 73	 6	 629	 647	 5511269	 5511361	 1	 left	 x	 1.7	 full
2	 T	 2	 73	 7	 365	 426	 5511419	 5511568	 1	 left	 x	 1.7	 full
2	 T	 2	 73	 8	 394	 416	 5511593	 5511658	 1	 left	 x	 1.7	 full
2	 T	 2	 74	 1	 508	 388	 5512956	 5514628	 0	 x	 x	 6	 full
2	 T	 2	 75	 1	 507	 386	 5515987	 5517418	 1	 left	 R	 x	 half
2	 T	 2	 75	 2	 792	 358	 5517466	 5517606	 1	 left	 R	 x	 half
2	 T	 2	 75	 3	 816	 362	 5517628	 5517742	 1	 left	 R	 x	 half
2	 T	 2	 75	 4	 325	 603	 5517824	 5518079	 1	 left	 R	 x	 half
2	 T	 2	 75	 5	 307	 631	 5518102	 5518313	 1	 left	 R	 x	 half
2	 T	 2	 75	 6	 231	 628	 5518338	 5518468	 1	 left	 R	 x	 half
2	 T	 2	 75	 7	 293	 283	 5518531	 5518888	 1	 left	 R	 x	 half
2	 T	 2	 76	 1	 515	 387	 5520467	 5521886	 0	 x	 x	 1.7	 full
2	 T	 2	 76	 2	 551	 402	 5521905	 5522032	 0	 x	 x	 1.7	 full
2	 T	 2	 76	 3	 700	 412	 5522061	 5522358	 0	 x	 x	 1.7	 full
2	 T	 2	 76	 4	 848	 425	 5522396	 5522540	 0	 x	 x	 1.7	 full
2	 T	 2	 76	 5	 803	 570	 5522590	 5522851	 0	 x	 x	 1.7	 full
2	 T	 2	 76	 6	 228	 608	 5522949	 5523140	 0	 x	 x	 1.7	 full
2	 T	 2	 76	 7	 240	 593	 5523157	 5523339	 0	 x	 x	 1.7	 full
2	 T	 2	 77	 1	 513	 385	 5524780	 5526144	 0	 x	 x	 1.7	 full
2	 T	 2	 77	 2	 406	 352	 5526190	 5526320	 0	 x	 x	 1.7	 full
2	 T	 2	 77	 3	 144	 242	 5526369	 5526678	 0	 x	 x	 1.7	 full
2	 T	 2	 77	 4	 181	 265	 5526703	 5526800	 0	 x	 x	 1.7	 full
2	 T	 2	 77	 5	 814	 268	 5526878	 5527111	 0	 x	 x	 1.7	 full
2	 T	 2	 77	 6	 559	 593	 5527171	 5527389	 0	 x	 x	 1.7	 full
2	 T	 2	 78	 1	 518	 381	 5529008	 5530579	 0	 x	 x	 6	 full
2	 T	 2	 79	 1	 511	 374	 5532423	 5533369	 0	 x	 x	 1.7	 full
2	 T	 2	 80	 1	 507	 379	 5534721	 5536059	 1	 right	 R	 x	 half
2	 T	 2	 81	 1	 508	 379	 5537445	 5538720	 0	 x	 x	 6	 full
2	 T	 2	 82	 1	 499	 383	 5541054	 5541821	 0	 x	 R	 x	 half
2	 T	 2	 82	 2	 496	 360	 5541836	 5542008	 0	 x	 R	 x	 half
2	 T	 2	 82	 3	 229	 350	 5542066	 5542426	 0	 x	 R	 x	 half
2	 T	 2	 82	 4	 370	 652	 5542490	 5542755	 0	 x	 R	 x	 half
2	 T	 2	 82	 5	 369	 689	 5542779	 5542911	 0	 x	 R	 x	 half
2	 T	 2	 82	 6	 277	 171	 5543000	 5543210	 0	 x	 R	 x	 half
2	 T	 2	 83	 1	 507	 383	 5545052	 5545838	 0	 x	 L	 x	 half
2	 T	 2	 83	 2	 402	 369	 5545879	 5546117	 0	 x	 L	 x	 half
2	 T	 2	 83	 3	 568	 381	 5546158	 5546462	 0	 x	 L	 x	 half
2	 T	 2	 83	 4	 689	 394	 5546494	 5546554	 0	 x	 L	 x	 half
2	 T	 2	 83	 5	 784	 407	 5546587	 5546879	 0	 x	 L	 x	 half
2	 T	 2	 83	 6	 824	 536	 5546911	 5547020	 0	 x	 L	 x	 half
2	 T	 2	 83	 7	 805	 634	 5547065	 5547294	 0	 x	 L	 x	 half
2	 T	 2	 83	 8	 846	 637	 5547313	 5547405	 0	 x	 L	 x	 half
2	 T	 2	 83	 9	 824	 233	 5547481	 5547660	 0	 x	 L	 x	 half
2	 T	 2	 84	 1	 512	 387	 5549809	 5551147	 1	 right	 x	 6	 full
2	 T	 2	 84	 2	 756	 471	 5551191	 5551461	 1	 right	 x	 6	 full
2	 T	 2	 85	 1	 503	 387	 5552677	 5554321	 1	 right	 R	 x	 half
2	 T	 2	 86	 1	 505	 384	 5555651	 5557071	 1	 left	 L	 x	 half
2	 T	 2	 87	 1	 509	 372	 5558886	 5560201	 1	 right	 x	 6	 full
2	 T	 2	 88	 1	 519	 377	 5561513	 5563011	 0	 x	 x	 6	 full
2	 T	 2	 89	 1	 500	 375	 5565751	 5566702	 0	 x	 x	 6	 full
2	 T	 2	 90	 1	 503	 381	 5568146	 5569286	 0	 x	 x	 1.7	 full
2	 T	 2	 90	 2	 745	 420	 5569334	 5569563	 0	 x	 x	 1.7	 full
2	 T	 2	 90	 3	 801	 478	 5569589	 5569749	 0	 x	 x	 1.7	 full
2	 T	 2	 90	 4	 819	 626	 5569803	 5569939	 0	 x	 x	 1.7	 full
2	 T	 2	 90	 5	 825	 663	 5569962	 5570173	 0	 x	 x	 1.7	 full
2	 T	 2	 90	 6	 225	 417	 5570256	 5570466	 0	 x	 x	 1.7	 full
2	 T	 2	 90	 7	 185	 214	 5570522	 5570822	 0	 x	 x	 1.7	 full
2	 T	 2	 90	 8	 270	 223	 5570845	 5570892	 0	 x	 x	 1.7	 full
2	 T	 2	 90	 9	 605	 223	 5570959	 5571002	 0	 x	 x	 1.7	 full
2	 T	 2	 91	 1	 516	 383	 5572715	 5574012	 1	 left	 L	 x	 half
