subNum	 version	 completed	 trialNo	 fixNo	 xFix	 yFix	 fixStartTime	 fixEndTime	 targPresent	 targSide	 easySide	 var	 con
8	 N	 1	 69	 8	 837	 260	 22272437	 22272645	 0	 x	 x	 6	 full
8	 N	 1	 69	 9	 727	 107	 22272694	 22272819	 0	 x	 x	 6	 full
8	 N	 1	 70	 1	 611	 433	 22275121	 22275855	 1	 right	 L	 x	 half
8	 N	 1	 70	 2	 554	 307	 22275892	 22276062	 1	 right	 L	 x	 half
8	 N	 1	 70	 3	 638	 514	 22276107	 22276271	 1	 right	 L	 x	 half
8	 N	 1	 70	 4	 535	 544	 22276309	 22276714	 1	 right	 L	 x	 half
8	 N	 1	 70	 5	 525	 684	 22276751	 22276919	 1	 right	 L	 x	 half
8	 N	 1	 70	 6	 393	 709	 22276958	 22277132	 1	 right	 L	 x	 half
8	 N	 1	 70	 7	 184	 700	 22277181	 22277408	 1	 right	 L	 x	 half
8	 N	 1	 70	 8	 225	 144	 22277479	 22277824	 1	 right	 L	 x	 half
8	 N	 1	 70	 9	 604	 103	 22277883	 22278166	 1	 right	 L	 x	 half
8	 N	 1	 70	 10	 603	 52	 22278190	 22278378	 1	 right	 L	 x	 half
8	 N	 1	 70	 11	 592	 -13	 22278405	 22278624	 1	 right	 L	 x	 half
8	 N	 1	 70	 12	 693	 -22	 22278765	 22278846	 1	 right	 L	 x	 half
8	 N	 1	 70	 13	 847	 169	 22278893	 22279169	 1	 right	 L	 x	 half
8	 N	 1	 70	 14	 805	 114	 22279191	 22279362	 1	 right	 L	 x	 half
8	 N	 1	 70	 15	 816	 67	 22279382	 22279534	 1	 right	 L	 x	 half
8	 N	 1	 70	 16	 839	 26	 22279554	 22279840	 1	 right	 L	 x	 half
8	 N	 1	 70	 17	 980	 82	 22279881	 22280263	 1	 right	 L	 x	 half
8	 N	 1	 70	 18	 733	 70	 22280449	 22280630	 1	 right	 L	 x	 half
8	 N	 1	 70	 19	 629	 53	 22280666	 22280895	 1	 right	 L	 x	 half
8	 N	 1	 70	 20	 586	 63	 22280915	 22281296	 1	 right	 L	 x	 half
8	 N	 1	 70	 21	 630	 82	 22281318	 22281462	 1	 right	 L	 x	 half
8	 N	 1	 70	 22	 880	 163	 22281517	 22281745	 1	 right	 L	 x	 half
8	 N	 1	 70	 23	 920	 173	 22281765	 22282378	 1	 right	 L	 x	 half
8	 N	 1	 70	 24	 785	 173	 22282420	 22282928	 1	 right	 L	 x	 half
8	 N	 1	 70	 25	 971	 262	 22282975	 22283408	 1	 right	 L	 x	 half
8	 N	 1	 70	 26	 641	 251	 22283589	 22283755	 1	 right	 L	 x	 half
8	 N	 1	 70	 27	 944	 270	 22283810	 22283961	 1	 right	 L	 x	 half
8	 N	 1	 70	 28	 961	 269	 22283971	 22284280	 1	 right	 L	 x	 half
8	 N	 1	 71	 1	 532	 328	 22286352	 22287444	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 2	 844	 300	 22287500	 22287794	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 3	 931	 321	 22287820	 22287977	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 4	 189	 -11	 22288106	 22288389	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 5	 134	 16	 22288412	 22288727	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 6	 109	 -4	 22288743	 22288958	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 7	 86	 -9	 22289122	 22289486	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 8	 375	 -42	 22289538	 22289843	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 9	 354	 -52	 22289855	 22290091	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 10	 515	 -8	 22290135	 22290309	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 11	 685	 7	 22290352	 22290644	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 12	 803	 16	 22290678	 22290842	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 13	 906	 57	 22291009	 22291402	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 14	 962	 88	 22291426	 22291692	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 15	 974	 61	 22291708	 22291883	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 16	 921	 79	 22292071	 22292183	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 17	 957	 170	 22292217	 22292494	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 18	 892	 150	 22292515	 22292683	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 19	 684	 114	 22292733	 22293155	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 20	 713	 100	 22293173	 22293446	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 21	 166	 185	 22293526	 22293967	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 22	 147	 179	 22293976	 22294046	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 23	 111	 261	 22294221	 22295169	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 24	 195	 258	 22295199	 22295777	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 25	 140	 303	 22295937	 22296273	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 26	 326	 220	 22296319	 22296497	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 27	 581	 180	 22296549	 22296866	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 28	 564	 181	 22296877	 22297026	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 29	 764	 217	 22297074	 22297354	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 30	 783	 204	 22297367	 22297613	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 31	 890	 220	 22297645	 22298018	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 32	 769	 180	 22298050	 22298210	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 33	 939	 291	 22298253	 22298611	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 34	 914	 312	 22298627	 22298776	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 35	 860	 306	 22298798	 22299054	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 36	 780	 368	 22299268	 22299413	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 37	 626	 381	 22299452	 22299715	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 38	 575	 350	 22299737	 22299974	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 39	 483	 341	 22300002	 22300250	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 40	 379	 361	 22300284	 22300558	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 41	 300	 384	 22300584	 22300759	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 42	 154	 414	 22300800	 22301014	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 43	 116	 415	 22301033	 22301318	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 44	 90	 370	 22301339	 22301574	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 45	 93	 449	 22301598	 22301872	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 46	 71	 463	 22301888	 22302223	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 47	 91	 523	 22302245	 22302524	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 48	 251	 487	 22302561	 22302782	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 49	 278	 473	 22302798	 22303083	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 50	 386	 482	 22303112	 22303347	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 51	 433	 460	 22303365	 22303585	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 52	 455	 457	 22303597	 22303795	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 53	 390	 500	 22303821	 22304181	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 54	 499	 465	 22304210	 22304374	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 55	 573	 446	 22304572	 22304759	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 56	 659	 447	 22304787	 22305072	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 57	 717	 450	 22305095	 22305293	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 58	 651	 502	 22305317	 22305564	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 59	 881	 485	 22305615	 22306064	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 60	 932	 565	 22306096	 22306630	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 61	 898	 566	 22306648	 22306875	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 62	 727	 562	 22306917	 22307231	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 63	 671	 561	 22307252	 22307441	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 64	 518	 582	 22307484	 22307744	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 65	 464	 586	 22307765	 22308004	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 66	 297	 598	 22308043	 22308459	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 67	 246	 609	 22308479	 22308646	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 68	 115	 607	 22308676	 22309022	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 69	 95	 586	 22309034	 22309348	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 70	 113	 657	 22309373	 22309715	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 71	 169	 661	 22309734	 22309980	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 72	 271	 658	 22310007	 22310174	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 73	 285	 676	 22310355	 22310431	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 74	 288	 674	 22310439	 22310591	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 75	 517	 656	 22310637	 22310859	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 76	 595	 662	 22310882	 22311107	 1	 right	 x	 1.7	 full
8	 N	 1	 71	 77	 621	 654	 22311121	 22311349	 1	 right	 x	 1.7	 full
8	 N	 1	 72	 1	 526	 524	 22315876	 22316631	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 2	 347	 728	 22316679	 22317071	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 3	 99	 741	 22317124	 22317299	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 4	 139	 723	 22317317	 22317479	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 5	 186	 689	 22317631	 22317711	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 6	 570	 716	 22317773	 22317966	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 7	 172	 711	 22318037	 22318226	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 8	 86	 714	 22318259	 22318461	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 9	 138	 689	 22318483	 22318600	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 10	 174	 683	 22318791	 22319066	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 11	 139	 688	 22319084	 22319553	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 12	 242	 691	 22319580	 22320172	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 13	 321	 701	 22320198	 22320462	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 14	 423	 702	 22320491	 22320683	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 15	 531	 698	 22320714	 22320900	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 16	 699	 684	 22320945	 22321291	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 17	 772	 690	 22321319	 22321594	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 18	 910	 702	 22321624	 22321920	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 19	 927	 705	 22321929	 22322213	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 20	 945	 657	 22322234	 22322341	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 21	 935	 627	 22322621	 22322715	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 22	 895	 634	 22322730	 22322915	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 23	 889	 614	 22322931	 22323147	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 24	 739	 623	 22323183	 22323560	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 25	 623	 614	 22323593	 22323771	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 26	 560	 603	 22323794	 22323956	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 27	 341	 617	 22324004	 22324438	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 28	 358	 613	 22324449	 22324691	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 29	 333	 642	 22324710	 22324826	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 30	 131	 652	 22324873	 22325239	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 31	 110	 603	 22325261	 22325452	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 32	 111	 571	 22325468	 22325780	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 33	 77	 516	 22325934	 22326528	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 34	 314	 521	 22326576	 22327036	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 35	 401	 515	 22327061	 22327289	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 36	 365	 539	 22327309	 22327464	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 37	 397	 562	 22327481	 22327580	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 38	 485	 551	 22327757	 22328013	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 39	 544	 515	 22328037	 22328302	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 40	 711	 516	 22328345	 22328691	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 41	 798	 516	 22328718	 22328969	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 42	 912	 522	 22328995	 22329308	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 43	 955	 525	 22329326	 22329546	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 44	 987	 457	 22329570	 22329801	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 45	 993	 427	 22329817	 22330061	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 46	 922	 402	 22330086	 22330327	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 47	 824	 406	 22330352	 22330503	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 48	 786	 389	 22330696	 22330781	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 49	 630	 437	 22330820	 22331145	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 50	 529	 436	 22331171	 22331437	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 51	 380	 424	 22331479	 22331944	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 52	 340	 444	 22331964	 22332198	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 53	 214	 447	 22332233	 22332571	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 54	 203	 427	 22332582	 22332854	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 55	 72	 447	 22332888	 22333144	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 56	 65	 375	 22333168	 22333443	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 57	 119	 316	 22333467	 22333741	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 58	 80	 304	 22333761	 22333946	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 59	 262	 277	 22333987	 22334299	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 60	 323	 265	 22334320	 22334622	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 61	 381	 260	 22334643	 22334823	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 62	 482	 277	 22334852	 22335137	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 63	 592	 261	 22335163	 22335411	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 64	 706	 264	 22335444	 22335584	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 65	 808	 309	 22335806	 22335998	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 66	 914	 321	 22336026	 22336507	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 67	 944	 288	 22336523	 22336953	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 68	 955	 246	 22336965	 22337396	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 69	 981	 236	 22337410	 22337518	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 70	 792	 186	 22337562	 22337823	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 71	 688	 182	 22337852	 22337992	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 72	 461	 183	 22338044	 22338401	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 73	 422	 153	 22338421	 22338592	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 74	 175	 209	 22338647	 22339026	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 75	 135	 230	 22339048	 22339234	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 76	 84	 254	 22339257	 22339537	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 77	 94	 213	 22339556	 22339788	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 78	 133	 163	 22339809	 22340011	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 79	 217	 130	 22340037	 22340214	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 80	 208	 93	 22340340	 22340727	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 81	 440	 71	 22340775	 22341192	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 82	 589	 55	 22341232	 22341350	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 83	 726	 90	 22341389	 22341709	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 84	 857	 124	 22341747	 22342009	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 85	 914	 132	 22342029	 22342256	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 86	 927	 81	 22342277	 22342500	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 87	 959	 77	 22342517	 22342789	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 88	 849	 33	 22342820	 22343079	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 89	 864	 13	 22343095	 22343257	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 90	 623	 -3	 22343310	 22343625	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 91	 375	 21	 22343684	 22343961	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 92	 253	 34	 22344000	 22344211	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 93	 146	 59	 22344241	 22344571	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 94	 137	 11	 22344592	 22344806	 0	 x	 x	 1.7	 full
8	 N	 1	 72	 95	 229	 2	 22344834	 22344923	 0	 x	 x	 1.7	 full
8	 N	 1	 73	 1	 540	 256	 22349874	 22350159	 1	 right	 x	 6	 full
8	 N	 1	 73	 2	 789	 360	 22350209	 22350404	 1	 right	 x	 6	 full
8	 N	 1	 73	 3	 829	 293	 22350430	 22350818	 1	 right	 x	 6	 full
8	 N	 1	 74	 1	 704	 263	 22353356	 22353885	 1	 right	 x	 6	 full
8	 N	 1	 74	 2	 741	 271	 22353901	 22354007	 1	 right	 x	 6	 full
8	 N	 1	 74	 3	 903	 397	 22354046	 22354475	 1	 right	 x	 6	 full
8	 N	 1	 75	 1	 755	 359	 22357525	 22358289	 1	 right	 L	 x	 half
8	 N	 1	 75	 2	 787	 400	 22358309	 22358418	 1	 right	 L	 x	 half
8	 N	 1	 75	 3	 632	 590	 22358464	 22358881	 1	 right	 L	 x	 half
8	 N	 1	 75	 4	 531	 590	 22358909	 22359103	 1	 right	 L	 x	 half
8	 N	 1	 75	 5	 345	 699	 22359153	 22359381	 1	 right	 L	 x	 half
8	 N	 1	 75	 6	 495	 707	 22359415	 22359600	 1	 right	 L	 x	 half
8	 N	 1	 75	 7	 541	 719	 22359618	 22359740	 1	 right	 L	 x	 half
8	 N	 1	 75	 8	 188	 713	 22359934	 22360338	 1	 right	 L	 x	 half
8	 N	 1	 75	 9	 217	 139	 22360412	 22360840	 1	 right	 L	 x	 half
8	 N	 1	 75	 10	 144	 141	 22360872	 22360998	 1	 right	 L	 x	 half
8	 N	 1	 75	 11	 591	 51	 22361060	 22361199	 1	 right	 L	 x	 half
8	 N	 1	 75	 12	 612	 7	 22361220	 22361458	 1	 right	 L	 x	 half
8	 N	 1	 75	 13	 754	 1	 22361499	 22361811	 1	 right	 L	 x	 half
8	 N	 1	 75	 14	 868	 18	 22361847	 22362104	 1	 right	 L	 x	 half
8	 N	 1	 75	 15	 946	 43	 22362129	 22362416	 1	 right	 L	 x	 half
8	 N	 1	 75	 16	 912	 21	 22362434	 22362807	 1	 right	 L	 x	 half
8	 N	 1	 75	 17	 925	 93	 22362832	 22363023	 1	 right	 L	 x	 half
8	 N	 1	 75	 18	 928	 98	 22363146	 22363288	 1	 right	 L	 x	 half
8	 N	 1	 76	 1	 508	 339	 22365301	 22366444	 0	 x	 L	 x	 half
8	 N	 1	 76	 2	 723	 327	 22366492	 22366714	 0	 x	 L	 x	 half
8	 N	 1	 76	 3	 684	 325	 22366731	 22367004	 0	 x	 L	 x	 half
8	 N	 1	 76	 4	 616	 421	 22367042	 22367215	 0	 x	 L	 x	 half
8	 N	 1	 76	 5	 360	 704	 22367279	 22367508	 0	 x	 L	 x	 half
8	 N	 1	 76	 6	 196	 715	 22367551	 22367809	 0	 x	 L	 x	 half
8	 N	 1	 76	 7	 184	 152	 22367892	 22368164	 0	 x	 L	 x	 half
8	 N	 1	 76	 8	 688	 12	 22368250	 22368481	 0	 x	 L	 x	 half
8	 N	 1	 76	 9	 739	 1	 22368501	 22368672	 0	 x	 L	 x	 half
8	 N	 1	 76	 10	 935	 41	 22368718	 22368934	 0	 x	 L	 x	 half
8	 N	 1	 76	 11	 906	 44	 22368950	 22369105	 0	 x	 L	 x	 half
8	 N	 1	 76	 12	 862	 639	 22369280	 22369414	 0	 x	 L	 x	 half
8	 N	 1	 76	 13	 837	 642	 22369422	 22369627	 0	 x	 L	 x	 half
8	 N	 1	 76	 14	 850	 693	 22369648	 22369884	 0	 x	 L	 x	 half
8	 N	 1	 76	 15	 888	 707	 22369904	 22370139	 0	 x	 L	 x	 half
8	 N	 1	 76	 16	 955	 709	 22370162	 22370301	 0	 x	 L	 x	 half
8	 N	 1	 76	 17	 581	 714	 22370522	 22370866	 0	 x	 L	 x	 half
8	 N	 1	 76	 18	 574	 672	 22370886	 22371160	 0	 x	 L	 x	 half
8	 N	 1	 76	 19	 697	 659	 22371195	 22371456	 0	 x	 L	 x	 half
8	 N	 1	 76	 20	 747	 656	 22371477	 22371825	 0	 x	 L	 x	 half
8	 N	 1	 76	 21	 841	 652	 22371851	 22372238	 0	 x	 L	 x	 half
8	 N	 1	 76	 22	 890	 643	 22372259	 22372729	 0	 x	 L	 x	 half
8	 N	 1	 76	 23	 847	 621	 22372749	 22373170	 0	 x	 L	 x	 half
8	 N	 1	 76	 24	 650	 614	 22373218	 22373980	 0	 x	 L	 x	 half
8	 N	 1	 76	 25	 907	 581	 22374031	 22374630	 0	 x	 L	 x	 half
8	 N	 1	 76	 26	 926	 523	 22374648	 22375009	 0	 x	 L	 x	 half
8	 N	 1	 76	 27	 690	 530	 22375065	 22375376	 0	 x	 L	 x	 half
8	 N	 1	 76	 28	 633	 529	 22375397	 22375672	 0	 x	 L	 x	 half
8	 N	 1	 76	 29	 637	 494	 22375864	 22375969	 0	 x	 L	 x	 half
8	 N	 1	 76	 30	 693	 461	 22375993	 22376271	 0	 x	 L	 x	 half
8	 N	 1	 76	 31	 750	 447	 22376293	 22376466	 0	 x	 L	 x	 half
8	 N	 1	 76	 32	 788	 445	 22376484	 22376649	 0	 x	 L	 x	 half
8	 N	 1	 76	 33	 907	 409	 22376690	 22377036	 0	 x	 L	 x	 half
8	 N	 1	 76	 34	 935	 399	 22377051	 22377313	 0	 x	 L	 x	 half
8	 N	 1	 76	 35	 953	 352	 22377332	 22377674	 0	 x	 L	 x	 half
8	 N	 1	 76	 36	 850	 306	 22377701	 22378003	 0	 x	 L	 x	 half
8	 N	 1	 76	 37	 806	 276	 22378023	 22378142	 0	 x	 L	 x	 half
8	 N	 1	 76	 38	 637	 303	 22378180	 22378657	 0	 x	 L	 x	 half
8	 N	 1	 76	 39	 793	 218	 22378701	 22379039	 0	 x	 L	 x	 half
8	 N	 1	 76	 40	 858	 215	 22379062	 22379309	 0	 x	 L	 x	 half
8	 N	 1	 76	 41	 900	 229	 22379329	 22379534	 0	 x	 L	 x	 half
8	 N	 1	 76	 42	 919	 218	 22379547	 22379831	 0	 x	 L	 x	 half
8	 N	 1	 76	 43	 772	 150	 22379879	 22380151	 0	 x	 L	 x	 half
8	 N	 1	 76	 44	 676	 124	 22380184	 22380532	 0	 x	 L	 x	 half
8	 N	 1	 76	 45	 646	 124	 22380546	 22380735	 0	 x	 L	 x	 half
8	 N	 1	 76	 46	 789	 146	 22380771	 22380979	 0	 x	 L	 x	 half
8	 N	 1	 76	 47	 919	 208	 22381013	 22381289	 0	 x	 L	 x	 half
8	 N	 1	 76	 48	 923	 173	 22381305	 22381481	 0	 x	 L	 x	 half
8	 N	 1	 76	 49	 785	 113	 22381522	 22381766	 0	 x	 L	 x	 half
8	 N	 1	 76	 50	 767	 99	 22381781	 22382008	 0	 x	 L	 x	 half
8	 N	 1	 76	 51	 780	 91	 22382018	 22382148	 0	 x	 L	 x	 half
8	 N	 1	 76	 52	 684	 74	 22382175	 22382436	 0	 x	 L	 x	 half
8	 N	 1	 76	 53	 734	 72	 22382456	 22382660	 0	 x	 L	 x	 half
8	 N	 1	 76	 54	 942	 119	 22382706	 22382998	 0	 x	 L	 x	 half
8	 N	 1	 76	 55	 908	 62	 22383022	 22383346	 0	 x	 L	 x	 half
8	 N	 1	 76	 56	 770	 32	 22383383	 22383571	 0	 x	 L	 x	 half
8	 N	 1	 76	 57	 742	 9	 22383719	 22383915	 0	 x	 L	 x	 half
8	 N	 1	 76	 58	 887	 6	 22383959	 22384150	 0	 x	 L	 x	 half
8	 N	 1	 76	 59	 755	 -26	 22384191	 22384363	 0	 x	 L	 x	 half
8	 N	 1	 76	 60	 829	 -20	 22384386	 22384550	 0	 x	 L	 x	 half
8	 N	 1	 76	 61	 1033	 -117	 22384592	 22384981	 0	 x	 L	 x	 half
8	 N	 1	 77	 1	 548	 393	 22389422	 22389770	 0	 x	 x	 6	 full
8	 N	 1	 77	 2	 539	 391	 22389941	 22390004	 0	 x	 x	 6	 full
8	 N	 1	 77	 3	 259	 560	 22390062	 22390221	 0	 x	 x	 6	 full
8	 N	 1	 77	 4	 277	 500	 22390245	 22390478	 0	 x	 x	 6	 full
8	 N	 1	 77	 5	 122	 698	 22390529	 22390920	 0	 x	 x	 6	 full
8	 N	 1	 77	 6	 823	 577	 22391010	 22391362	 0	 x	 x	 6	 full
8	 N	 1	 77	 7	 926	 476	 22391394	 22391704	 0	 x	 x	 6	 full
8	 N	 1	 77	 8	 878	 162	 22391762	 22391985	 0	 x	 x	 6	 full
8	 N	 1	 77	 9	 729	 89	 22392025	 22392146	 0	 x	 x	 6	 full
8	 N	 1	 77	 10	 505	 111	 22392198	 22392428	 0	 x	 x	 6	 full
8	 N	 1	 77	 11	 412	 280	 22392471	 22392685	 0	 x	 x	 6	 full
8	 N	 1	 78	 1	 519	 328	 22395121	 22396274	 0	 x	 x	 6	 full
8	 N	 1	 78	 2	 681	 454	 22396322	 22396471	 0	 x	 x	 6	 full
8	 N	 1	 78	 3	 768	 684	 22396703	 22396882	 0	 x	 x	 6	 full
