subNum	 version	 completed	 trialNo	 easySide	 targPresent	key	 targSide	 RT	 accuracy	 var	 con
19	 T	1	223	 x	0	 r	 x	3.493	1	1.7	 full
19	 T	1	224	 L	0	 r	 x	3.865	1	 x	 half
19	 T	1	225	 L	0	 r	 x	3.326	1	 x	 half
19	 T	1	226	 L	1	 l	 right	1.825	1	 x	 half
19	 T	1	227	 x	1	 l	 left	1.568	1	6	 full
19	 T	1	228	 L	0	 r	 x	4.026	1	 x	 half
19	 T	1	229	 L	1	 l	 left	3.269	1	 x	 half
19	 T	1	230	 L	1	 l	 left	1.659	1	 x	 half
19	 T	1	231	 x	1	 l	 left	1.571	1	1.7	 full
19	 T	1	232	 R	0	 l	 x	3.349	0	 x	 half
19	 T	1	233	 x	0	 r	 x	2.138	1	6	 full
19	 T	1	234	 R	1	 l	 right	1.6	1	 x	 half
19	 T	1	235	 R	0	 r	 x	3.846	1	 x	 half
19	 T	1	236	 x	1	 r	 right	2.756	0	1.7	 full
19	 T	1	237	 x	1	 l	 right	2.829	1	1.7	 full
19	 T	1	238	 x	0	 l	 x	3.447	0	1.7	 full
19	 T	1	239	 R	0	 r	 x	2.568	1	 x	 half
19	 T	1	240	 x	1	 l	 left	1.572	1	6	 full
19	 N	2	1	 x	0	 r	 x	5.012	1	1.7	 full
19	 N	2	2	 x	1	 l	 left	1.566	1	6	 full
19	 N	2	3	 L	0	 r	 x	4.627	1	 x	 half
19	 N	2	4	 x	1	 l	 right	2.046	1	1.7	 full
19	 N	2	5	 x	1	 l	 left	1.55	1	6	 full
19	 N	2	6	 x	0	 r	 x	4.08	1	1.7	 full
19	 N	2	7	 x	1	 l	 right	1.599	1	6	 full
19	 N	2	8	 x	1	 l	 right	1.541	1	6	 full
19	 N	2	9	 x	0	 l	 x	2.829	0	6	 full
19	 N	2	10	 R	1	 l	 right	1.918	1	 x	 half
19	 N	2	11	 L	0	 r	 x	4.145	1	 x	 half
19	 N	2	12	 x	0	 r	 x	2.788	1	1.7	 full
19	 N	2	13	 x	0	 r	 x	2.257	1	6	 full
19	 N	2	14	 x	0	 r	 x	1.758	1	6	 full
19	 N	2	15	 x	1	 l	 left	1.565	1	6	 full
19	 N	2	16	 x	1	 l	 left	1.471	1	6	 full
19	 N	2	17	 x	1	 r	 right	3.837	0	1.7	 full
19	 N	2	18	 R	1	 r	 left	4.46	0	 x	 half
19	 N	2	19	 x	0	 r	 x	5.194	1	1.7	 full
19	 N	2	20	 x	0	 r	 x	10.462	1	1.7	 full
19	 N	2	21	 x	0	 r	 x	1.824	1	6	 full
19	 N	2	22	 x	1	 l	 left	2.031	1	1.7	 full
19	 N	2	23	 x	1	 l	 right	2.481	1	1.7	 full
19	 N	2	24	 L	0	 r	 x	4.539	1	 x	 half
19	 N	2	25	 x	0	 r	 x	6.005	1	1.7	 full
19	 N	2	26	 x	1	 r	 left	4.287	0	1.7	 full
19	 N	2	27	 x	1	 r	 right	4.882	0	1.7	 full
19	 N	2	28	 x	0	 r	 x	1.927	1	6	 full
19	 N	2	29	 x	0	 r	 x	1.999	1	6	 full
19	 N	2	30	 L	1	 l	 right	2.978	1	 x	 half
19	 N	2	31	 x	1	 l	 left	1.498	1	6	 full
19	 N	2	32	 x	1	 l	 left	1.589	1	6	 full
19	 N	2	33	 x	1	 l	 right	1.462	1	6	 full
19	 N	2	34	 L	0	 r	 x	3.797	1	 x	 half
19	 N	2	35	 x	0	 r	 x	1.819	1	6	 full
19	 N	2	36	 L	0	 r	 x	3.508	1	 x	 half
19	 N	2	37	 x	1	 r	 left	3.298	0	1.7	 full
19	 N	2	38	 x	0	 l	 x	1.95	0	6	 full
19	 N	2	39	 x	0	 r	 x	3.047	1	6	 full
19	 N	2	40	 x	0	 r	 x	2.088	1	6	 full
19	 N	2	41	 x	0	 r	 x	1.778	1	6	 full
19	 N	2	42	 R	1	 l	 right	1.63	1	 x	 half
19	 N	2	43	 L	0	 r	 x	3.817	1	 x	 half
19	 N	2	44	 L	1	 l	 left	2.148	1	 x	 half
19	 N	2	45	 L	0	 r	 x	3.497	1	 x	 half
19	 N	2	46	 x	0	 r	 x	3.747	1	1.7	 full
19	 N	2	47	 L	1	 l	 left	3.356	1	 x	 half
19	 N	2	48	 x	1	 l	 left	1.53	1	6	 full
19	 N	2	49	 x	0	 r	 x	1.768	1	6	 full
19	 N	2	50	 x	1	 l	 right	1.841	1	1.7	 full
19	 N	2	51	 x	0	 r	 x	2.479	1	1.7	 full
19	 N	2	52	 x	1	 l	 left	1.619	1	1.7	 full
19	 N	2	53	 R	0	 r	 x	3.698	1	 x	 half
19	 N	2	54	 R	0	 r	 x	3.757	1	 x	 half
19	 N	2	55	 x	1	 l	 left	1.609	1	6	 full
19	 N	2	56	 x	0	 r	 x	1.728	1	6	 full
19	 N	2	57	 x	1	 l	 left	1.592	1	6	 full
19	 N	2	58	 x	1	 l	 right	1.736	1	6	 full
19	 N	2	59	 x	0	 r	 x	1.757	1	1.7	 full
19	 N	2	60	 R	0	 r	 x	1.9	1	 x	 half
19	 N	2	61	 x	0	 r	 x	3.071	1	1.7	 full
19	 N	2	62	 x	0	 r	 x	1.739	1	6	 full
19	 N	2	63	 x	0	 r	 x	1.669	1	6	 full
19	 N	2	64	 x	0	 r	 x	1.909	1	1.7	 full
19	 N	2	65	 L	0	 r	 x	3.258	1	 x	 half
19	 N	2	66	 x	0	 r	 x	1.708	1	6	 full
19	 N	2	67	 L	1	 l	 right	1.609	1	 x	 half
19	 N	2	68	 L	1	 l	 right	1.58	1	 x	 half
19	 N	2	69	 L	1	 l	 left	1.51	1	 x	 half
19	 N	2	70	 x	1	 r	 left	2.498	0	1.7	 full
19	 N	2	71	 x	1	 l	 right	1.678	1	1.7	 full
19	 N	2	72	 L	1	 x	 right	2.011	1	 x	 half
19	 N	2	73	 L	1	 l	 left	1.568	1	 x	 half
19	 N	2	74	 R	1	 l	 left	1.681	1	 x	 half
19	 N	2	75	 L	0	 r	 x	6.187	1	 x	 half
19	 N	2	76	 x	0	 r	 x	1.981	1	1.7	 full
19	 N	2	77	 L	0	 r	 x	1.818	1	 x	 half
19	 N	2	78	 x	0	 r	 x	2.088	1	1.7	 full
19	 N	2	79	 x	0	 r	 x	2.521	1	1.7	 full
19	 N	2	80	 R	0	 r	 x	2.229	1	 x	 half
19	 N	2	81	 x	0	 r	 x	1.771	1	6	 full
19	 N	2	82	 L	0	 r	 x	1.77	1	 x	 half
19	 N	2	83	 x	1	 l	 left	1.627	1	6	 full
19	 N	2	84	 x	0	 r	 x	1.65	1	6	 full
19	 N	2	85	 R	1	 l	 right	1.54	1	 x	 half
19	 N	2	86	 x	0	 r	 x	1.672	1	6	 full
19	 N	2	87	 x	0	 r	 x	1.721	1	6	 full
19	 N	2	88	 x	1	 l	 right	1.612	1	1.7	 full
19	 N	2	89	 x	0	 r	 x	2.51	1	1.7	 full
19	 N	2	90	 x	0	 r	 x	2.147	1	6	 full
19	 N	2	91	 x	1	 l	 right	1.538	1	6	 full
19	 N	2	92	 x	1	 l	 left	1.492	1	6	 full
19	 N	2	93	 L	0	 r	 x	1.689	1	 x	 half
19	 N	2	94	 x	0	 r	 x	1.631	1	1.7	 full
19	 N	2	95	 L	1	 l	 right	2.451	1	 x	 half
19	 N	2	96	 R	0	 r	 x	4.046	1	 x	 half
19	 N	2	97	 x	0	 r	 x	1.748	1	1.7	 full
19	 N	2	98	 x	1	 r	 right	2.499	0	6	 full
19	 N	2	99	 L	0	 r	 x	3.905	1	 x	 half
19	 N	2	100	 x	0	 r	 x	1.679	1	6	 full
19	 N	2	101	 R	0	 r	 x	2.48	1	 x	 half
19	 N	2	102	 L	0	 r	 x	4.072	1	 x	 half
19	 N	2	103	 R	1	 r	 left	3.938	0	 x	 half
19	 N	2	104	 x	1	 l	 right	1.538	1	6	 full
19	 N	2	105	 x	1	 l	 left	1.808	1	1.7	 full
19	 N	2	106	 x	1	 l	 right	1.548	1	6	 full
19	 N	2	107	 x	1	 l	 left	1.52	1	1.7	 full
19	 N	2	108	 x	1	 l	 right	1.429	1	6	 full
19	 N	2	109	 x	1	 l	 left	1.381	1	6	 full
19	 N	2	110	 L	1	 l	 left	1.477	1	 x	 half
19	 N	2	111	 R	0	 r	 x	2.351	1	 x	 half
19	 N	2	112	 R	1	 l	 right	1.681	1	 x	 half
19	 N	2	113	 x	1	 l	 left	1.441	1	6	 full
19	 N	2	114	 x	1	 l	 right	1.641	1	6	 full
19	 N	2	115	 R	0	 r	 x	1.958	1	 x	 half
19	 N	2	116	 L	1	 l	 right	1.751	1	 x	 half
19	 N	2	117	 R	1	 l	 right	1.44	1	 x	 half
19	 N	2	118	 x	1	 l	 right	1.401	1	6	 full
19	 N	2	119	 x	1	 r	 right	2.09	0	1.7	 full
19	 N	2	120	 R	0	 r	 x	4.457	1	 x	 half
19	 N	2	121	 L	1	 r	 right	3.436	0	 x	 half
19	 N	2	122	 x	1	 l	 right	1.944	1	1.7	 full
19	 N	2	123	 x	0	 r	 x	4.918	1	1.7	 full
19	 N	2	124	 x	1	 l	 right	1.514	1	6	 full
19	 N	2	125	 x	1	 l	 left	1.461	1	6	 full
19	 N	2	126	 x	0	 r	 x	2.229	1	1.7	 full
19	 N	2	127	 x	0	 r	 x	1.779	1	1.7	 full
19	 N	2	128	 R	0	 r	 x	3.17	1	 x	 half
19	 N	2	129	 x	1	 l	 right	7.115	1	1.7	 full
19	 N	2	130	 R	0	 r	 x	4.175	1	 x	 half
19	 N	2	131	 L	1	 r	 left	1.629	0	 x	 half
19	 N	2	132	 x	1	 r	 left	1.978	0	1.7	 full
19	 N	2	133	 x	1	 l	 right	1.629	1	6	 full
19	 N	2	134	 x	0	 l	 x	1.711	0	1.7	 full
19	 N	2	135	 x	0	 r	 x	3.207	1	6	 full
19	 N	2	136	 x	1	 l	 right	1.738	1	1.7	 full
19	 N	2	137	 x	0	 r	 x	2.28	1	6	 full
19	 N	2	138	 x	1	 l	 right	1.562	1	6	 full
19	 N	2	139	 x	0	 r	 x	3.017	1	1.7	 full
19	 N	2	140	 R	1	 l	 left	2.587	1	 x	 half
19	 N	2	141	 x	0	 r	 x	1.701	1	6	 full
19	 N	2	142	 x	0	 r	 x	1.68	1	6	 full
19	 N	2	143	 L	1	 l	 left	1.618	1	 x	 half
19	 N	2	144	 x	0	 r	 x	1.99	1	1.7	 full
19	 N	2	145	 x	0	 r	 x	2.53	1	1.7	 full
19	 N	2	146	 x	0	 r	 x	1.781	1	6	 full
19	 N	2	147	 x	1	 l	 right	1.571	1	1.7	 full
19	 N	2	148	 x	1	 l	 left	1.74	1	1.7	 full
19	 N	2	149	 x	1	 l	 right	1.642	1	1.7	 full
19	 N	2	150	 R	1	 l	 right	1.47	1	 x	 half
19	 N	2	151	 x	1	 r	 left	2.29	0	1.7	 full
19	 N	2	152	 x	1	 l	 left	1.812	1	1.7	 full
19	 N	2	153	 x	0	 r	 x	1.659	1	6	 full
19	 N	2	154	 x	0	 r	 x	1.561	1	6	 full
19	 N	2	155	 x	0	 r	 x	3.969	1	1.7	 full
19	 N	2	156	 L	1	 l	 left	2.245	1	 x	 half
19	 N	2	157	 R	1	 l	 left	2.28	1	 x	 half
19	 N	2	158	 x	0	 r	 x	2.179	1	1.7	 full
19	 N	2	159	 R	1	 l	 right	1.588	1	 x	 half
19	 N	2	160	 x	0	 r	 x	1.741	1	6	 full
19	 N	2	161	 x	0	 r	 x	1.611	1	6	 full
19	 N	2	162	 x	0	 r	 x	1.64	1	6	 full
19	 N	2	163	 x	1	 l	 left	1.752	1	6	 full
19	 N	2	164	 x	1	 l	 right	2.479	1	1.7	 full
19	 N	2	165	 x	1	 l	 right	1.495	1	6	 full
19	 N	2	166	 R	0	 r	 x	3.459	1	 x	 half
19	 N	2	167	 x	0	 r	 x	2.138	1	6	 full
19	 N	2	168	 x	1	 l	 right	1.667	1	1.7	 full
19	 N	2	169	 L	0	 r	 x	1.689	1	 x	 half
19	 N	2	170	 x	0	 r	 x	2.5	1	1.7	 full
19	 N	2	171	 x	1	 l	 right	1.542	1	6	 full
19	 N	2	172	 x	0	 r	 x	2.129	1	1.7	 full
19	 N	2	173	 x	1	 l	 right	1.57	1	1.7	 full
19	 N	2	174	 L	1	 l	 left	1.47	1	 x	 half
19	 N	2	175	 R	1	 l	 right	1.59	1	 x	 half
19	 N	2	176	 x	1	 l	 right	1.729	1	1.7	 full
19	 N	2	177	 R	0	 r	 x	3.679	1	 x	 half
19	 N	2	178	 R	0	 r	 x	1.732	1	 x	 half
19	 N	2	179	 x	0	 r	 x	1.681	1	6	 full
19	 N	2	180	 x	0	 r	 x	1.82	1	6	 full
19	 N	2	181	 x	0	 r	 x	2.651	1	1.7	 full
19	 N	2	182	 x	1	 l	 left	1.642	1	1.7	 full
19	 N	2	183	 x	0	 r	 x	1.68	1	6	 full
19	 N	2	184	 R	1	 l	 right	1.69	1	 x	 half
19	 N	2	185	 R	0	 r	 x	2.199	1	 x	 half
19	 N	2	186	 L	0	 r	 x	1.857	1	 x	 half
19	 N	2	187	 L	0	 r	 x	2.841	1	 x	 half
19	 N	2	188	 x	0	 r	 x	1.971	1	1.7	 full
19	 N	2	189	 L	0	 r	 x	1.935	1	 x	 half
19	 N	2	190	 L	1	 l	 left	2.009	1	 x	 half
19	 N	2	191	 L	1	 l	 left	1.53	1	 x	 half
19	 N	2	192	 x	0	 r	 x	2	1	1.7	 full
19	 N	2	193	 L	1	 l	 left	1.57	1	 x	 half
19	 N	2	194	 x	1	 l	 left	2.022	1	1.7	 full
19	 N	2	195	 x	0	 r	 x	1.689	1	6	 full
19	 N	2	196	 x	0	 r	 x	1.571	1	6	 full
19	 N	2	197	 x	0	 l	 x	2.239	0	1.7	 full
19	 N	2	198	 x	0	 r	 x	1.797	1	1.7	 full
19	 N	2	199	 R	0	 r	 x	2.171	1	 x	 half
19	 N	2	200	 x	1	 l	 left	1.61	1	6	 full
19	 N	2	201	 x	0	 r	 x	1.669	1	1.7	 full
19	 N	2	202	 x	1	 r	 left	1.901	0	1.7	 full
19	 N	2	203	 R	1	 l	 right	1.53	1	 x	 half
19	 N	2	204	 L	0	 r	 x	3.366	1	 x	 half
19	 N	2	205	 x	1	 r	 left	4.096	0	1.7	 full
19	 N	2	206	 x	0	 r	 x	4.017	1	1.7	 full
19	 N	2	207	 x	1	 l	 right	1.596	1	6	 full
19	 N	2	208	 R	1	 l	 left	1.881	1	 x	 half
19	 N	2	209	 R	0	 r	 x	2.22	1	 x	 half
19	 N	2	210	 L	1	 l	 left	1.522	1	 x	 half
19	 N	2	211	 x	1	 r	 right	1.751	0	1.7	 full
19	 N	2	212	 x	1	 l	 left	1.551	1	6	 full
19	 N	2	213	 x	1	 l	 left	1.619	1	1.7	 full
19	 N	2	214	 x	1	 l	 left	1.619	1	1.7	 full
19	 N	2	215	 L	1	 l	 left	1.471	1	 x	 half
19	 N	2	216	 L	1	 r	 right	2.298	0	 x	 half
19	 N	2	217	 L	0	 r	 x	2.079	1	 x	 half
19	 N	2	218	 x	1	 r	 left	1.869	0	1.7	 full
19	 N	2	219	 x	0	 r	 x	6.745	1	1.7	 full
19	 N	2	220	 x	1	 r	 left	6.955	0	1.7	 full
19	 N	2	221	 R	1	 l	 right	7.284	1	 x	 half
19	 N	2	222	 L	0	 r	 x	3.078	1	 x	 half
19	 N	2	223	 x	1	 l	 left	3.839	1	1.7	 full
19	 N	2	224	 x	0	 r	 x	3.15	1	1.7	 full
19	 N	2	225	 x	1	 l	 left	1.7	1	6	 full
19	 N	2	226	 x	0	 r	 x	2.401	1	1.7	 full
19	 N	2	227	 x	0	 r	 x	1.678	1	6	 full
19	 N	2	228	 x	1	 l	 left	1.532	1	6	 full
19	 N	2	229	 x	0	 r	 x	2.296	1	1.7	 full
19	 N	2	230	 x	1	 l	 right	1.7	1	6	 full
19	 N	2	231	 L	1	 l	 right	2.158	1	 x	 half
19	 N	2	232	 x	1	 l	 right	2.391	1	6	 full
19	 N	2	233	 R	0	 r	 x	1.83	1	 x	 half
19	 N	2	234	 x	0	 r	 x	1.689	1	6	 full
19	 N	2	235	 x	1	 r	 right	2.039	0	1.7	 full
19	 N	2	236	 x	1	 l	 right	2.147	1	1.7	 full
19	 N	2	237	 x	1	 l	 right	1.509	1	6	 full
19	 N	2	238	 x	0	 r	 x	2.619	1	1.7	 full
19	 N	2	239	 x	1	 l	 left	1.571	1	6	 full
19	 N	2	240	 R	0	 r	 x	3.466	1	 x	 half
20	 T	2	1	 x	1	 r	 right	3.778	0	1.7	 full
20	 T	2	2	 x	0	 r	 x	1.9	1	6	 full
20	 T	2	3	 L	1	 l	 right	2.368	1	 x	 half
20	 T	2	4	 x	0	 r	 x	2.778	1	1.7	 full
20	 T	2	5	 x	0	 r	 x	3.207	1	1.7	 full
20	 T	2	6	 L	0	 r	 x	2.918	1	 x	 half
20	 T	2	7	 L	1	 l	 right	1.823	1	 x	 half
20	 T	2	8	 x	0	 r	 x	3.563	1	1.7	 full
20	 T	2	9	 x	1	 l	 left	1.599	1	6	 full
20	 T	2	10	 x	0	 r	 x	2.949	1	6	 full
20	 T	2	11	 L	0	 r	 x	3.757	1	 x	 half
20	 T	2	12	 R	1	 l	 right	1.939	1	 x	 half
20	 T	2	13	 x	1	 l	 left	2.079	1	6	 full
20	 T	2	14	 x	0	 r	 x	2.446	1	6	 full
20	 T	2	15	 x	1	 l	 right	2.787	1	1.7	 full
20	 T	2	16	 x	0	 r	 x	3.619	1	1.7	 full
20	 T	2	17	 L	1	 l	 right	1.929	1	 x	 half
20	 T	2	18	 x	1	 l	 left	2.797	1	1.7	 full
20	 T	2	19	 x	1	 l	 left	1.628	1	6	 full
20	 T	2	20	 x	0	 r	 x	3.108	1	1.7	 full
20	 T	2	21	 x	1	 l	 right	1.63	1	6	 full
20	 T	2	22	 x	0	 r	 x	2.458	1	6	 full
20	 T	2	23	 R	1	 r	 left	1.709	0	 x	 half
20	 T	2	24	 x	1	 l	 left	1.951	1	6	 full
20	 T	2	25	 x	0	 r	 x	3.334	1	1.7	 full
20	 T	2	26	 x	0	 l	 x	2.618	0	1.7	 full
20	 T	2	27	 x	0	 r	 x	2.069	1	6	 full
20	 T	2	28	 R	1	 l	 right	1.918	1	 x	 half
20	 T	2	29	 L	0	 r	 x	3.576	1	 x	 half
20	 T	2	30	 x	1	 l	 left	1.61	1	6	 full
20	 T	2	31	 L	1	 l	 right	2.5	1	 x	 half
20	 T	2	32	 x	0	 r	 x	1.998	1	6	 full
20	 T	2	33	 R	1	 l	 right	1.664	1	 x	 half
20	 T	2	34	 x	1	 r	 right	3.608	0	1.7	 full
20	 T	2	35	 x	0	 r	 x	2.378	1	1.7	 full
20	 T	2	36	 x	0	 r	 x	1.868	1	6	 full
20	 T	2	37	 x	0	 r	 x	1.779	1	6	 full
20	 T	2	38	 L	0	 l	 x	2.087	0	 x	 half
20	 T	2	39	 R	0	 l	 x	3.728	0	 x	 half
20	 T	2	40	 L	1	 l	 left	1.74	1	 x	 half
20	 T	2	41	 x	0	 r	 x	3.627	1	1.7	 full
20	 T	2	42	 x	1	 l	 left	1.81	1	1.7	 full
20	 T	2	43	 R	0	 l	 x	3.647	0	 x	 half
20	 T	2	44	 x	0	 r	 x	3.478	1	1.7	 full
20	 T	2	45	 x	0	 r	 x	2.038	1	6	 full
20	 T	2	46	 x	0	 r	 x	1.909	1	6	 full
20	 T	2	47	 x	0	 r	 x	2.08	1	6	 full
20	 T	2	48	 x	1	 l	 left	2.178	1	1.7	 full
20	 T	2	49	 x	1	 l	 right	1.859	1	6	 full
20	 T	2	50	 R	0	 r	 x	2.804	1	 x	 half
20	 T	2	51	 L	1	 l	 left	1.65	1	 x	 half
20	 T	2	52	 x	0	 r	 x	2.139	1	6	 full
20	 T	2	53	 L	0	 r	 x	3.568	1	 x	 half
20	 T	2	54	 L	0	 r	 x	2.419	1	 x	 half
20	 T	2	55	 x	0	 r	 x	3.167	1	1.7	 full
20	 T	2	56	 x	0	 r	 x	2.068	1	6	 full
20	 T	2	57	 x	1	 r	 right	1.838	0	1.7	 full
20	 T	2	58	 x	0	 l	 x	3.148	0	1.7	 full
20	 T	2	59	 x	0	 r	 x	2.054	1	1.7	 full
20	 T	2	60	 x	1	 l	 left	2.149	1	1.7	 full
20	 T	2	61	 R	1	 l	 right	1.579	1	 x	 half
20	 T	2	62	 R	0	 r	 x	3.717	1	 x	 half
20	 T	2	63	 x	1	 l	 left	1.608	1	6	 full
20	 T	2	64	 x	1	 l	 left	1.669	1	6	 full
20	 T	2	65	 x	1	 l	 left	1.8	1	6	 full
20	 T	2	66	 x	0	 r	 x	3.367	1	1.7	 full
20	 T	2	67	 x	0	 r	 x	2.569	1	6	 full
20	 T	2	68	 R	0	 l	 x	3.788	0	 x	 half
20	 T	2	69	 x	0	 r	 x	1.728	1	6	 full
20	 T	2	70	 x	0	 r	 x	3.857	1	1.7	 full
20	 T	2	71	 L	1	 l	 left	2.033	1	 x	 half
20	 T	2	72	 x	1	 l	 right	1.689	1	6	 full
20	 T	2	73	 x	1	 r	 right	2.984	0	1.7	 full
20	 T	2	74	 x	0	 x	 x	2.179	1	6	 full
20	 T	2	75	 x	1	 r	 left	2.618	0	1.7	 full
20	 T	2	76	 x	0	 r	 x	2.134	1	6	 full
20	 T	2	77	 L	0	 l	 x	3.798	0	 x	 half
20	 T	2	78	 x	0	 r	 x	3.543	1	1.7	 full
20	 T	2	79	 x	1	 l	 left	1.74	1	6	 full
20	 T	2	80	 R	1	 l	 right	1.968	1	 x	 half
20	 T	2	81	 x	0	 r	 x	3.517	1	1.7	 full
20	 T	2	82	 x	0	 r	 x	1.889	1	6	 full
20	 T	2	83	 x	0	 l	 x	2.118	0	1.7	 full
20	 T	2	84	 R	0	 r	 x	3.157	1	 x	 half
20	 T	2	85	 x	0	 r	 x	1.789	1	6	 full
20	 T	2	86	 x	0	 r	 x	1.798	1	6	 full
20	 T	2	87	 x	1	 l	 left	1.513	1	6	 full
20	 T	2	88	 x	0	 l	 x	3.6	0	1.7	 full
20	 T	2	89	 L	1	 l	 left	1.761	1	 x	 half
20	 T	2	90	 L	1	 l	 left	1.679	1	 x	 half
20	 T	2	91	 L	0	 x	 x	2.368	1	 x	 half
20	 T	2	92	 x	0	 l	 x	3.639	0	1.7	 full
20	 T	2	93	 x	0	 r	 x	3.918	1	1.7	 full
20	 T	2	94	 x	1	 l	 left	1.979	1	1.7	 full
20	 T	2	95	 L	1	 l	 right	2.667	1	 x	 half
20	 T	2	96	 x	0	 r	 x	2.868	1	6	 full
20	 T	2	97	 R	0	 r	 x	3.747	1	 x	 half
20	 T	2	98	 x	1	 l	 left	2.439	1	1.7	 full
20	 T	2	99	 x	1	 l	 left	2.129	1	1.7	 full
20	 T	2	100	 L	0	 l	 x	3.664	0	 x	 half
20	 T	2	101	 L	0	 r	 x	3.337	1	 x	 half
20	 T	2	102	 x	1	 r	 left	4.157	0	1.7	 full
20	 T	2	103	 x	1	 l	 left	1.889	1	1.7	 full
20	 T	2	104	 x	0	 r	 x	1.828	1	6	 full
20	 T	2	105	 x	0	 r	 x	3.29	1	1.7	 full
20	 T	2	106	 L	1	 l	 left	1.78	1	 x	 half
20	 T	2	107	 L	0	 r	 x	2.094	1	 x	 half
20	 T	2	108	 x	0	 r	 x	3.627	1	1.7	 full
20	 T	2	109	 x	1	 l	 right	3.447	1	1.7	 full
20	 T	2	110	 x	1	 l	 left	1.718	1	6	 full
20	 T	2	111	 x	1	 l	 left	1.689	1	6	 full
20	 T	2	112	 R	1	 l	 left	2.487	1	 x	 half
20	 T	2	113	 x	1	 l	 right	3.608	1	1.7	 full
20	 T	2	114	 x	0	 r	 x	3.541	1	1.7	 full
20	 T	2	115	 x	0	 r	 x	1.879	1	6	 full
20	 T	2	116	 R	0	 r	 x	3.62	1	 x	 half
20	 T	2	117	 R	1	 x	 left	3.606	1	 x	 half
20	 T	2	118	 x	1	 l	 right	1.668	1	6	 full
20	 T	2	119	 x	0	 r	 x	3.782	1	1.7	 full
20	 T	2	120	 L	1	 l	 right	2.279	1	 x	 half
20	 T	2	121	 R	1	 l	 right	1.767	1	 x	 half
20	 T	2	122	 x	0	 r	 x	4.327	1	1.7	 full
20	 T	2	123	 L	0	 l	 x	3.917	0	 x	 half
20	 T	2	124	 x	0	 r	 x	1.897	1	6	 full
20	 T	2	125	 x	1	 l	 right	1.809	1	6	 full
20	 T	2	126	 x	1	 l	 right	1.619	1	6	 full
20	 T	2	127	 x	0	 r	 x	2.238	1	6	 full
20	 T	2	128	 R	1	 l	 right	1.63	1	 x	 half
20	 T	2	129	 x	1	 l	 right	1.68	1	6	 full
20	 T	2	130	 x	0	 r	 x	3.418	1	1.7	 full
20	 T	2	131	 x	1	 r	 right	3.28	0	1.7	 full
20	 T	2	132	 L	0	 l	 x	3.588	0	 x	 half
20	 T	2	133	 x	0	 r	 x	2.09	1	6	 full
20	 T	2	134	 x	1	 l	 right	1.659	1	6	 full
20	 T	2	135	 x	1	 l	 left	1.884	1	1.7	 full
20	 T	2	136	 x	1	 l	 right	1.887	1	6	 full
20	 T	2	137	 L	1	 l	 right	2.448	1	 x	 half
20	 T	2	138	 x	0	 r	 x	3.508	1	1.7	 full
20	 T	2	139	 R	0	 l	 x	3.37	0	 x	 half
20	 T	2	140	 x	1	 l	 right	1.739	1	6	 full
20	 T	2	141	 R	1	 l	 right	1.663	1	 x	 half
20	 T	2	142	 L	1	 r	 right	3.328	0	 x	 half
20	 T	2	143	 R	0	 r	 x	3.55	1	 x	 half
20	 T	2	144	 x	1	 l	 right	1.709	1	6	 full
20	 T	2	145	 x	0	 r	 x	3.689	1	1.7	 full
20	 T	2	146	 x	1	 l	 right	2.429	1	1.7	 full
20	 T	2	147	 L	1	 l	 left	1.699	1	 x	 half
20	 T	2	148	 x	1	 r	 left	3.74	0	1.7	 full
20	 T	2	149	 x	0	 r	 x	2.208	1	1.7	 full
20	 T	2	150	 x	1	 l	 right	1.815	1	6	 full
20	 T	2	151	 x	0	 r	 x	3.055	1	1.7	 full
20	 T	2	152	 x	1	 l	 left	1.689	1	6	 full
20	 T	2	153	 x	0	 r	 x	2.898	1	1.7	 full
20	 T	2	154	 x	1	 l	 left	2.108	1	1.7	 full
20	 T	2	155	 x	1	 l	 left	2.328	1	1.7	 full
20	 T	2	156	 x	0	 l	 x	2.078	0	6	 full
20	 T	2	157	 L	0	 r	 x	3.097	1	 x	 half
20	 T	2	158	 R	1	 l	 right	1.769	1	 x	 half
20	 T	2	159	 x	1	 l	 right	1.739	1	6	 full
20	 T	2	160	 L	0	 r	 x	3.718	1	 x	 half
20	 T	2	161	 R	0	 r	 x	2.849	1	 x	 half
20	 T	2	162	 R	0	 r	 x	2.767	1	 x	 half
20	 T	2	163	 x	1	 l	 right	1.855	1	6	 full
20	 T	2	164	 x	1	 r	 right	4.226	0	1.7	 full
20	 T	2	165	 x	1	 l	 right	2.209	1	1.7	 full
20	 T	2	166	 L	0	 r	 x	3.428	1	 x	 half
20	 T	2	167	 L	1	 l	 left	1.679	1	 x	 half
20	 T	2	168	 x	0	 r	 x	1.839	1	6	 full
20	 T	2	169	 x	0	 r	 x	2.663	1	1.7	 full
20	 T	2	170	 L	0	 r	 x	2.667	1	 x	 half
20	 T	2	171	 x	1	 l	 right	1.619	1	6	 full
20	 T	2	172	 L	0	 r	 x	2.296	1	 x	 half
20	 T	2	173	 x	1	 l	 left	1.599	1	6	 full
20	 T	2	174	 x	1	 r	 right	2.199	0	1.7	 full
20	 T	2	175	 x	1	 r	 left	2.917	0	1.7	 full
20	 T	2	176	 L	0	 r	 x	3.197	1	 x	 half
20	 T	2	177	 x	1	 l	 left	2.448	1	1.7	 full
